"drug","cell_line","tissue_type","ic50","source"
"17AAG","SF126","CENTRAL:NERVOUS:SYSTEM","1.220534086","CCLE"
"17AAG","SF295","CENTRAL:NERVOUS:SYSTEM","0.171886235","CCLE"
"17AAG","SF8657","SKIN","0.131942242","CCLE"
"17AAG","SH10TC","STOMACH","0.42586872","CCLE"
"17AAG","SHP77","LUNG","0.312299043","CCLE"
"17AAG","SIGM5","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.170254305","CCLE"
"17AAG","SIMA","AUTONOMIC:GANGLIA","1.778700352","CCLE"
"17AAG","SJRH30","SOFT:TISSUE","0.746346474","CCLE"
"17AAG","SJSA1","BONE","0.312380582","CCLE"
"17AAG","SKBR3","BREAST","0.036554132","CCLE"
"17AAG","SKCO1","LARGE:INTESTINE","0.055818412","CCLE"
"17AAG","SKES1","BONE","0.563193679","CCLE"
"17AAG","SKHEP1","LIVER","0.230151474","CCLE"
"17AAG","SKLMS1","SOFT:TISSUE","0.272266209","CCLE"
"17AAG","SKLU1","LUNG","0.035872128","CCLE"
"17AAG","SKMEL24","SKIN","0.174343437","CCLE"
"17AAG","SKMEL2","SKIN","8","CCLE"
"17AAG","SKMEL30","SKIN","8","CCLE"
"17AAG","SKMEL31","SKIN","8","CCLE"
"17AAG","SKMEL5","SKIN","0.210538805","CCLE"
"17AAG","SKMES1","LUNG","0.026852531","CCLE"
"17AAG","SKMM2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.116272509","CCLE"
"17AAG","SKNAS","AUTONOMIC:GANGLIA","0.385245234","CCLE"
"17AAG","SKNBE2","AUTONOMIC:GANGLIA","1.170010686","CCLE"
"17AAG","SKNDZ","AUTONOMIC:GANGLIA","0.637133241","CCLE"
"17AAG","SKNFI","AUTONOMIC:GANGLIA","0.993309379","CCLE"
"17AAG","SKNSH","AUTONOMIC:GANGLIA","0.237033531","CCLE"
"17AAG","SKOV3","OVARY","0.117106043","CCLE"
"17AAG","SNGM","ENDOMETRIUM","0.27879262","CCLE"
"17AAG","SNU16","STOMACH","0.014801629","CCLE"
"17AAG","SNU182","LIVER","1.199916959","CCLE"
"17AAG","SNU1","STOMACH","0.046669591","CCLE"
"17AAG","SNU387","LIVER","0.340427518","CCLE"
"17AAG","SNU398","LIVER","0.547320902","CCLE"
"17AAG","SNU423","LIVER","0.855389178","CCLE"
"17AAG","SNU449","LIVER","1.962941647","CCLE"
"17AAG","SNU475","LIVER","0.002542614","CCLE"
"17AAG","SNUC2A","LARGE:INTESTINE","0.256480753","CCLE"
"17AAG","SNUC2B","GI:TRACT","0.441985011","CCLE"
"17AAG","SQ1","LUNG","0.123309262","CCLE"
"17AAG","SU8686","PANCREAS","0.243544534","CCLE"
"17AAG","SUDHL10","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.225168079","CCLE"
"17AAG","SUDHL4","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.240270659","CCLE"
"17AAG","SUDHL6","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.333022144","CCLE"
"17AAG","SUDHL8","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.117609031","CCLE"
"17AAG","SUIT2","PANCREAS","0.652435839","CCLE"
"17AAG","SUPM2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.097292751","CCLE"
"17AAG","SUPT1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.454656243","CCLE"
"17AAG","SW1088","CENTRAL:NERVOUS:SYSTEM","0.062667288","CCLE"
"17AAG","SW1271","LUNG","0.293411762","CCLE"
"17AAG","SW1353","BONE","0.140588775","CCLE"
"17AAG","SW1417","LARGE:INTESTINE","0.068497665","CCLE"
"17AAG","SW1573","LUNG","8","CCLE"
"17AAG","SW1990","PANCREAS","0.055297799","CCLE"
"17AAG","SW403","LARGE:INTESTINE","0.050812941","CCLE"
"17AAG","SW480","LARGE:INTESTINE","0.106521167","CCLE"
"17AAG","SW48","LARGE:INTESTINE","0.014938917","CCLE"
"17AAG","SW579","THYROID","0.080146693","CCLE"
"17AAG","SW620","LARGE:INTESTINE","0.03864982","CCLE"
"17AAG","SW780","URINARY:TRACT","0.055612143","CCLE"
"17AAG","SW900","LUNG","0.320660651","CCLE"
"17AAG","T24","URINARY:TRACT","0.199150398","CCLE"
"17AAG","T3M10","LUNG","0.040968742","CCLE"
"17AAG","T47D","BREAST","1.789526105","CCLE"
"17AAG","T84","LARGE:INTESTINE","0.53340598","CCLE"
"17AAG","T98G","CENTRAL:NERVOUS:SYSTEM","0.155537844","CCLE"
"17AAG","TC71","BONE","1.366676807","CCLE"
"17AAG","TCCSUP","URINARY:TRACT","0.04668178","CCLE"
"17AAG","TE11","OESOPHAGUS","0.172436342","CCLE"
"17AAG","TE15","OESOPHAGUS","0.103201464","CCLE"
"17AAG","TE1","OESOPHAGUS","0.074513651","CCLE"
"17AAG","TE5","OESOPHAGUS","0.350542456","CCLE"
"17AAG","TE617T","SOFT:TISSUE","0.034616712","CCLE"
"17AAG","TE9","OESOPHAGUS","0.087467499","CCLE"
"17AAG","TEN","ENDOMETRIUM","0.809816062","CCLE"
"17AAG","TOLEDO","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","2.039073229","CCLE"
"17AAG","TOV112D","OVARY","0.383055866","CCLE"
"17AAG","TOV21G","OVARY","0.019315857","CCLE"
"17AAG","TT2609C02","THYROID","0.074787728","CCLE"
"17AAG","TYKNU","OVARY","0.085773639","CCLE"
"17AAG","U118MG","CENTRAL:NERVOUS:SYSTEM","0.131359786","CCLE"
"17AAG","U2OS","BONE","0.099057235","CCLE"
"17AAG","U87MG","CENTRAL:NERVOUS:SYSTEM","0.106696405","CCLE"
"17AAG","U937","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.132671893","CCLE"
"17AAG","UACC257","SKIN","0.176819474","CCLE"
"17AAG","UACC62","SKIN","0.063543618","CCLE"
"17AAG","UACC812","BREAST","0.200488731","CCLE"
"17AAG","UMUC3","URINARY:TRACT","0.293646216","CCLE"
"17AAG","VMRCLCD","LUNG","0.210856006","CCLE"
"17AAG","VMRCRCW","KIDNEY","8","CCLE"
"17AAG","VMRCRCZ","KIDNEY","0.852490127","CCLE"
"17AAG","WM115","SKIN","0.047518171","CCLE"
"17AAG","WM1799","SKIN","0.06831377","CCLE"
"17AAG","WM2664","SKIN","0.021235578","CCLE"
"17AAG","WM793","SKIN","0.053718675","CCLE"
"17AAG","WM88","SKIN","0.041547392","CCLE"
"17AAG","WM983B","SKIN","0.050495461","CCLE"
"17AAG","YKG1","CENTRAL:NERVOUS:SYSTEM","0.214574531","CCLE"
"17AAG","ZR751","BREAST","0.327225992","CCLE"
"17AAG","ZR7530","BREAST","0.086871609","CCLE"
"AEW541","1321N1","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","22RV1","PROSTATE","2.329924107","CCLE"
"AEW541","42MGBA","CENTRAL:NERVOUS:SYSTEM","2.68212986","CCLE"
"AEW541","5637","URINARY:TRACT","5.002314091","CCLE"
"AEW541","639V","URINARY:TRACT","1.736181378","CCLE"
"AEW541","697","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","4.260821819","CCLE"
"AEW541","769P","KIDNEY","8","CCLE"
"AEW541","786O","KIDNEY","7.613147736","CCLE"
"AEW541","8305C","THYROID","4.95063591","CCLE"
"AEW541","8505C","THYROID","8","CCLE"
"AEW541","8MGBA","CENTRAL:NERVOUS:SYSTEM","3.88834095","CCLE"
"AEW541","A172","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","A204","SOFT:TISSUE","5.150311947","CCLE"
"AEW541","A2058","SKIN","5.513091087","CCLE"
"AEW541","A253","SALIVARY:GLAND","8","CCLE"
"AEW541","A2780","OVARY","6.50890398","CCLE"
"AEW541","A375","SKIN","2.755423546","CCLE"
"AEW541","A549","LUNG","1.954786897","CCLE"
"AEW541","A673","BONE","1.127677202","CCLE"
"AEW541","ACHN","KIDNEY","7.67290926","CCLE"
"AEW541","ALLSIL","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","2.558496475","CCLE"
"AEW541","AMO1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.194509948","CCLE"
"AEW541","AN3CA","ENDOMETRIUM","8","CCLE"
"AEW541","ASPC1","PANCREAS","1.427774787","CCLE"
"AEW541","AU565","BREAST","8","CCLE"
"AEW541","AZ521","STOMACH","1.152510881","CCLE"
"AEW541","BCPAP","THYROID","5.10525465","CCLE"
"AEW541","BDCM","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","4.972634551","CCLE"
"AEW541","BFTC909","KIDNEY","8","CCLE"
"AEW541","BGC823","STOMACH","2.397457123","CCLE"
"AEW541","BL41","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","BL70","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","BT20","BREAST","8","CCLE"
"AEW541","BT474","BREAST","8","CCLE"
"AEW541","BT549","BREAST","5.445250988","CCLE"
"AEW541","BXPC3","PANCREAS","2.82433486","CCLE"
"AEW541","C2BBE1","LARGE:INTESTINE","3.098077059","CCLE"
"AEW541","C32","SKIN","6.354580879","CCLE"
"AEW541","C3A","LIVER","3.194922396","CCLE"
"AEW541","CAKI2","KIDNEY","8","CCLE"
"AEW541","CAL12T","LUNG","0.795476556","CCLE"
"AEW541","CAL27","UPPER:AERODIGESTIVE:TRACT","5.387672424","CCLE"
"AEW541","CAL78","BONE","5.521905899","CCLE"
"AEW541","CAL851","BREAST","2.28115654","CCLE"
"AEW541","CALU1","LUNG","8","CCLE"
"AEW541","CALU3","LUNG","7.724710464","CCLE"
"AEW541","CALU6","LUNG","2.476439953","CCLE"
"AEW541","CAMA1","BREAST","8","CCLE"
"AEW541","CAPAN2","PANCREAS","0.432746449","CCLE"
"AEW541","CAS1","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","CCK81","LARGE:INTESTINE","2.329223689","CCLE"
"AEW541","CHL1","SKIN","7.182005882","CCLE"
"AEW541","CHP212","AUTONOMIC:GANGLIA","1.560035467","CCLE"
"AEW541","CI1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","CMK86","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","3.686611891","CCLE"
"AEW541","COLO201","LARGE:INTESTINE","3.582765341","CCLE"
"AEW541","COLO205","LARGE:INTESTINE","2.701482058","CCLE"
"AEW541","COLO320","LARGE:INTESTINE","1.450278282","CCLE"
"AEW541","COLO677","LUNG","8","CCLE"
"AEW541","COLO678","LARGE:INTESTINE","7.851645947","CCLE"
"AEW541","COLO679","SKIN","8","CCLE"
"AEW541","COLO699","LUNG","2.213190556","CCLE"
"AEW541","COLO741","SKIN","3.343924522","CCLE"
"AEW541","CORL105","LUNG","8","CCLE"
"AEW541","CORL23","LUNG","8","CCLE"
"AEW541","COV318","OVARY","8","CCLE"
"AEW541","COV504","OVARY","7.504933834","CCLE"
"AEW541","DAOY","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","DBTRG05MG","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","DEL","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","5.428296566","CCLE"
"AEW541","DETROIT562","UPPER:AERODIGESTIVE:TRACT","8","CCLE"
"AEW541","DKMG","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","DMS114","LUNG","0.851508498","CCLE"
"AEW541","DOHH2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","1.220665687","CCLE"
"AEW541","DOV13","OVARY","5.035466671","CCLE"
"AEW541","DU145","PROSTATE","6.68214941","CCLE"
"AEW541","DV90","LUNG","8","CCLE"
"AEW541","EB1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","EB2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","EBC1","LUNG","5.164176464","CCLE"
"AEW541","EFE184","ENDOMETRIUM","8","CCLE"
"AEW541","EFM19","BREAST","8","CCLE"
"AEW541","EFO21","OVARY","8","CCLE"
"AEW541","EFO27","OVARY","8","CCLE"
"AEW541","EM2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","EN","ENDOMETRIUM","8","CCLE"
"AEW541","ES2","OVARY","8","CCLE"
"AEW541","ESS1","ENDOMETRIUM","3.300646305","CCLE"
"AEW541","F36P","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.306566536","CCLE"
"AEW541","FADU","UPPER:AERODIGESTIVE:TRACT","8","CCLE"
"AEW541","FU97","STOMACH","3.990180492","CCLE"
"AEW541","FUOV1","OVARY","1.314902544","CCLE"
"AEW541","G361","SKIN","3.611555099","CCLE"
"AEW541","G401","SOFT:TISSUE","1.411224127","CCLE"
"AEW541","G402","SOFT:TISSUE","8","CCLE"
"AEW541","GAMG","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","GB1","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","GCIY","STOMACH","8","CCLE"
"AEW541","GCT","SOFT:TISSUE","3.994412184","CCLE"
"AEW541","GI1","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","GLC82","LUNG","8","CCLE"
"AEW541","GMS10","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","GRANTA519","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","H4","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","HARA","LUNG","8","CCLE"
"AEW541","HCC1187","BREAST","8","CCLE"
"AEW541","HCC1395","BREAST","8","CCLE"
"AEW541","HCC1569","BREAST","8","CCLE"
"AEW541","HCC15","LUNG","8","CCLE"
"AEW541","HCC1806","BREAST","7.206761837","CCLE"
"AEW541","HCC1954","BREAST","7.284452438","CCLE"
"AEW541","HCC2935","LUNG","8","CCLE"
"AEW541","HCC4006","LUNG","8","CCLE"
"AEW541","HCC44","LUNG","6.621147633","CCLE"
"AEW541","HCC56","LARGE:INTESTINE","8","CCLE"
"AEW541","HCC70","BREAST","8","CCLE"
"AEW541","HCC78","LUNG","8","CCLE"
"AEW541","HCC827","LUNG","4.255412994","CCLE"
"AEW541","HCT116","LARGE:INTESTINE","8","CCLE"
"AEW541","HCT15","LARGE:INTESTINE","4.63055563","CCLE"
"AEW541","HDMYZ","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","4.04467392","CCLE"
"AEW541","HDQP1","BREAST","7.002896786","CCLE"
"AEW541","HEC151","ENDOMETRIUM","8","CCLE"
"AEW541","HEC1A","ENDOMETRIUM","8","CCLE"
"AEW541","HEC1B","ENDOMETRIUM","7.18392086","CCLE"
"AEW541","HEC251","ENDOMETRIUM","8","CCLE"
"AEW541","HEC265","ENDOMETRIUM","8","CCLE"
"AEW541","HEC59","ENDOMETRIUM","8","CCLE"
"AEW541","HEC6","ENDOMETRIUM","8","CCLE"
"AEW541","HEL9217","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","HEP3B217","LIVER","2.40823555","CCLE"
"AEW541","HEPG2","LIVER","2.963089466","CCLE"
"AEW541","HEYA8","OVARY","8","CCLE"
"AEW541","HGC27","STOMACH","5.460076809","CCLE"
"AEW541","HH","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","HLE","LIVER","8","CCLE"
"AEW541","HLF","LIVER","7.483052254","CCLE"
"AEW541","HMC18","BREAST","3.805550575","CCLE"
"AEW541","HMCB","SKIN","5.239208221","CCLE"
"AEW541","HOS","BONE","8","CCLE"
"AEW541","HPAC","PANCREAS","3.257027626","CCLE"
"AEW541","HPAFII","PANCREAS","1.415435689","CCLE"
"AEW541","HS229T","LUNG","8","CCLE"
"AEW541","HS294T","SKIN","3.668646574","CCLE"
"AEW541","HS578T","BREAST","8","CCLE"
"AEW541","HS683","CENTRAL:NERVOUS:SYSTEM","6.85484457","CCLE"
"AEW541","HS695T","SKIN","6.037502289","CCLE"
"AEW541","HS729","SOFT:TISSUE","4.69119978","CCLE"
"AEW541","HS739T","BREAST","7.017650604","CCLE"
"AEW541","HS746T","STOMACH","6.633160591","CCLE"
"AEW541","HS766T","PANCREAS","8","CCLE"
"AEW541","HS840T","UPPER:AERODIGESTIVE:TRACT","8","CCLE"
"AEW541","HS852T","SKIN","0.932404697","CCLE"
"AEW541","HS895T","SKIN","2.193813385","CCLE"
"AEW541","HS936T","SKIN","8","CCLE"
"AEW541","HS939T","SKIN","8","CCLE"
"AEW541","HS944T","SKIN","8","CCLE"
"AEW541","HSC2","UPPER:AERODIGESTIVE:TRACT","8","CCLE"
"AEW541","HT1080","SOFT:TISSUE","7.100716114","CCLE"
"AEW541","HT1197","URINARY:TRACT","3.332540035","CCLE"
"AEW541","HT1376","URINARY:TRACT","8","CCLE"
"AEW541","HT144","SKIN","4.869328499","CCLE"
"AEW541","HT29","LARGE:INTESTINE","1.376474261","CCLE"
"AEW541","HT","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","HUCCT1","BILIARY:TRACT","8","CCLE"
"AEW541","HUH1","LIVER","1.66758883","CCLE"
"AEW541","HUPT3","PANCREAS","8","CCLE"
"AEW541","HUPT4","PANCREAS","1.387827429","CCLE"
"AEW541","HUT78","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","1.822629352","CCLE"
"AEW541","IALM","LUNG","8","CCLE"
"AEW541","IGR37","SKIN","0.13937079","CCLE"
"AEW541","IGR39","SKIN","8","CCLE"
"AEW541","IGROV1","OVARY","8","CCLE"
"AEW541","IM95","STOMACH","8","CCLE"
"AEW541","IMR32","AUTONOMIC:GANGLIA","2.705385923","CCLE"
"AEW541","IPC298","SKIN","4.911699772","CCLE"
"AEW541","ISHIKAWAHERAKLIO02ER","ENDOMETRIUM","8","CCLE"
"AEW541","ISTMES1","PLEURA","6.513892495","CCLE"
"AEW541","ISTMES2","PLEURA","8","CCLE"
"AEW541","J82","URINARY:TRACT","8","CCLE"
"AEW541","JHH2","LIVER","8","CCLE"
"AEW541","JHH4","LIVER","7.419638634","CCLE"
"AEW541","JHH5","LIVER","3.495026588","CCLE"
"AEW541","JHH6","LIVER","8","CCLE"
"AEW541","JHH7","LIVER","1.806263089","CCLE"
"AEW541","JHOS2","OVARY","4.9757967","CCLE"
"AEW541","JHOS4","OVARY","3.452549696","CCLE"
"AEW541","JHUEM2","ENDOMETRIUM","8","CCLE"
"AEW541","JM1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","JMSU1","URINARY:TRACT","2.492431164","CCLE"
"AEW541","JURKAT","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","5.302770138","CCLE"
"AEW541","JVM3","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","7.611978054","CCLE"
"AEW541","K029AX","SKIN","4.483352184","CCLE"
"AEW541","KALS1","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","KARPAS299","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","KARPAS422","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","3.330083609","CCLE"
"AEW541","KARPAS620","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.515746772","CCLE"
"AEW541","KASUMI2","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","6.684100151","CCLE"
"AEW541","KCIMOH1","PANCREAS","1.767559767","CCLE"
"AEW541","KCL22","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","6.837701797","CCLE"
"AEW541","KE39","STOMACH","3.493362665","CCLE"
"AEW541","KE97","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","KELLY","AUTONOMIC:GANGLIA","8","CCLE"
"AEW541","KG1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","2.640584832","CCLE"
"AEW541","KHM1B","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.246601477","CCLE"
"AEW541","KLE","ENDOMETRIUM","8","CCLE"
"AEW541","KMBC2","URINARY:TRACT","8","CCLE"
"AEW541","KMM1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","1.40566361","CCLE"
"AEW541","KMRC1","KIDNEY","8","CCLE"
"AEW541","KMRC2","KIDNEY","0.482534881","CCLE"
"AEW541","KMS11","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.279543102","CCLE"
"AEW541","KMS12BM","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","5.433550026","CCLE"
"AEW541","KMS26","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.651424348","CCLE"
"AEW541","KMS34","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.484309763","CCLE"
"AEW541","KNS42","CENTRAL:NERVOUS:SYSTEM","6.282463074","CCLE"
"AEW541","KNS60","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","KNS62","LUNG","8","CCLE"
"AEW541","KNS81","CENTRAL:NERVOUS:SYSTEM","6.037409782","CCLE"
"AEW541","KO52","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","6.777762554","CCLE"
"AEW541","KP1NL","PANCREAS","8","CCLE"
"AEW541","KP1N","PANCREAS","8","CCLE"
"AEW541","KP2","PANCREAS","6.969734669","CCLE"
"AEW541","KP3","PANCREAS","8","CCLE"
"AEW541","KP4","PANCREAS","4.758481979","CCLE"
"AEW541","KPNSI9S","AUTONOMIC:GANGLIA","1.030234575","CCLE"
"AEW541","KU812","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","KURAMOCHI","OVARY","2.929866552","CCLE"
"AEW541","KYM1","SOFT:TISSUE","8","CCLE"
"AEW541","KYSE140","OESOPHAGUS","1.963032126","CCLE"
"AEW541","KYSE150","OESOPHAGUS","8","CCLE"
"AEW541","KYSE180","OESOPHAGUS","3.612831354","CCLE"
"AEW541","KYSE30","OESOPHAGUS","8","CCLE"
"AEW541","KYSE410","OESOPHAGUS","2.273355246","CCLE"
"AEW541","KYSE450","OESOPHAGUS","8","CCLE"
"AEW541","KYSE510","OESOPHAGUS","4.977478504","CCLE"
"AEW541","KYSE520","OESOPHAGUS","5.148413658","CCLE"
"AEW541","KYSE70","OESOPHAGUS","1.257513762","CCLE"
"AEW541","L33","PANCREAS","8","CCLE"
"AEW541","L363","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.598104239","CCLE"
"AEW541","L428","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","LC1SQSF","LUNG","8","CCLE"
"AEW541","LCLC103H","LUNG","8","CCLE"
"AEW541","LN18","CENTRAL:NERVOUS:SYSTEM","4.497424126","CCLE"
"AEW541","LN229","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","LOUNH91","LUNG","8","CCLE"
"AEW541","LOXIMVI","SKIN","8","CCLE"
"AEW541","LP1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.24403888","CCLE"
"AEW541","LS123","LARGE:INTESTINE","7.638451099","CCLE"
"AEW541","LS411N","LARGE:INTESTINE","2.996136665","CCLE"
"AEW541","LS513","LARGE:INTESTINE","0.539358318","CCLE"
"AEW541","LU99","LUNG","1.975981355","CCLE"
"AEW541","LUDLU1","LUNG","1.434306904","CCLE"
"AEW541","M059J","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","MALME3M","SKIN","2.855088949","CCLE"
"AEW541","MB157","BREAST","0.309648394","CCLE"
"AEW541","MC116","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","MCAS","OVARY","6.092284679","CCLE"
"AEW541","MCF7","BREAST","0.716056585","CCLE"
"AEW541","MDAMB157","BREAST","8","CCLE"
"AEW541","MDAMB175VII","BREAST","8","CCLE"
"AEW541","MDAMB415","BREAST","4.382416034","CCLE"
"AEW541","MDAMB435S","SKIN","5.687198162","CCLE"
"AEW541","MDAMB436","BREAST","8","CCLE"
"AEW541","MDAMB453","BREAST","4.530221939","CCLE"
"AEW541","MDAMB468","BREAST","2.823380709","CCLE"
"AEW541","MEC1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","MEG01","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","MELHO","SKIN","5.168223858","CCLE"
"AEW541","MESSA","SOFT:TISSUE","8","CCLE"
"AEW541","MEWO","SKIN","8","CCLE"
"AEW541","MFE280","ENDOMETRIUM","8","CCLE"
"AEW541","MFE296","ENDOMETRIUM","7.501813412","CCLE"
"AEW541","MFE319","ENDOMETRIUM","7.701841831","CCLE"
"AEW541","MG63","BONE","3.710702658","CCLE"
"AEW541","MHHES1","BONE","1.775179029","CCLE"
"AEW541","MIAPACA2","PANCREAS","2.861631393","CCLE"
"AEW541","MINO","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","5.570897102","CCLE"
"AEW541","MJ","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","8","CCLE"
"AEW541","MKN45","STOMACH","8","CCLE"
"AEW541","MKN74","STOMACH","3.769882917","CCLE"
"AEW541","MKN7","STOMACH","8","CCLE"
"AEW541","MOGGCCM","CENTRAL:NERVOUS:SYSTEM","8","CCLE"
"AEW541","MOLP8","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","0.331311166","CCLE"
"AEW541","MOLT16","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","5.809138775","CCLE"
"AEW541","MONOMAC1","HAEMATOPOIETIC:AND:LYMPHOID:TISSUE","1.44956553","CCLE"
"AEW541","MORCPR","LUNG","8","CCLE"
"AEW541","MPP89","PLEURA","8","CCLE"
"AEW541","MSTO211H","PLEURA","8","CCLE"
"AEW541","NCIH1048","LUNG","8","CCLE"
"AEW541","NCIH1092","LUNG","8","CCLE"
"AEW541","NCIH1155","LUNG","7.266235352","CCLE"
"AEW541","NCIH1184","LUNG","8","CCLE"
"AEW541","NCIH1299","LUNG","5.331521988","CCLE"
"AEW541","NCIH1339","LUNG","8","CCLE"
"AEW541","NCIH1341","LUNG","0.334254905","CCLE"
"AEW541","NCIH1355","LUNG","4.051389694","CCLE"
"AEW541","NCIH1373","LUNG","8","CCLE"
"AEW541","NCIH1563","LUNG","8","CCLE"
"AEW541","NCIH1568","LUNG","8","CCLE"
"AEW541","NCIH1573","LUNG","8","CCLE"
"AEW541","NCIH1581","LUNG","8","CCLE"
"AEW541","NCIH1648","LUNG","8","CCLE"
"AEW541","NCIH1650","LUNG","8","CCLE"
"AEW541","NCIH1651","LUNG","8","CCLE"
"AEW541","NCIH1666","LUNG","3.147583485","CCLE"
"AEW541","NCIH1693","LUNG","8","CCLE"
"AEW541","NCIH1694","LUNG","8","CCLE"
"AEW541","NCIH1703","LUNG","8","CCLE"
"AEW541","NCIH1792","LUNG","4.73042202","CCLE"
"AEW541","NCIH1793","LUNG","6.899638653","CCLE"
"AEW541","NCIH1869","LUNG","8","CCLE"
"AEW541","NCIH1915","LUNG","8","CCLE"
"AEW541","NCIH1944","LUNG","8","CCLE"
"AEW541","NCIH1975","LUNG","8","CCLE"
"AEW541","NCIH2009","LUNG","8","CCLE"
"AEW541","NCIH2023","LUNG","2.513386011","CCLE"
"AEW541","NCIH2030","LUNG","5.780652523","CCLE"
"AEW541","NCIH2052","PLEURA","8","CCLE"
"AEW541","NCIH2085","LUNG","8","CCLE"
"AEW541","NCIH2087","LUNG","7.722693443","CCLE"
"AEW541","NCIH211","LUNG","1.58294487","CCLE"
