"cell_line","drug","ref"
"LU65","Cyclopamin","1444.231"
"LU65","Dasatinib","315.226"
"LU65","Erlotinib","311.478"
"LU65","GNF2","330.909"
"LU65","GSK269962A","313.940"
"LU65","GW843682X","1.092"
"LU65","Imatinib","229.605"
"LU65","JW7521","4.097"
"LU65","KIN001135","511.022"
"LU65","Lapatinib","155.145"
"LU65","MG132","1.127"
"LU65","MS275","4.135"
"LU65","NVPTAE684","3.672"
"LU65","Paclitaxel","0.134"
"LU65","Parthenoli","498.940"
"LU65","PF02341066","254.562"
"LU65","PHA665752","300.108"
"LU65","Pyrimetham","10.966"
"LU65","Rapamycin","5.733"
"LU65","Roscovitin","234.673"
"LU65","Salubrinal","369.262"
"LU65","Sorafenib","26.585"
"LU65","STritylLcy","6.361"
"LU65","Sunitinib","189.908"
"LU65","VX680","534.310"
"LU65","WH4023","513.064"
"LU65","WZ184","453.854"
"LU65","XMD885","456.486"
"LU65","ZLLNleCHO","17.497"
"LU99#","17AAG","0.05229860"
"LU99A","17AAG","0.063"
"LU99A","681640","7.307"
"LU99A","A769662","40.189"
"LU99A","ABT263","144.457"
"LU99A","AICAR","30895.238"
"LU99A","AKTinhibit","165.845"
"LU99A","AMG706","92.080"
"LU99A","AP24534","0.847"
"LU99A","AS601245","8.482"
"LU99A","ATRA","195.830"
"LU99A","AUY922","0.073"
"LU99A","Axitinib","103.503"
"LU99A","AZD6244","143.781"
"LU99A","AZD6482","107.082"
"LU99A","AZD8055","0.777"
"LU99A","BAY613606","9.281"
"LU99A","Bexarotene","610.129"
"LU99A","BIBW2992","37.160"
"LU99A","Bicalutami","112.836"
"LU99A","BID1870","50.997"
"LU99A","BIRB0796","197.359"
"LU99A","Bleomycin","0.004"
"LU99A","BMS754807","0.448"
"LU99A","Bosutinib","75.247"
"LU99A","Bryostatin","0.098"
"LU99A","BX795","6.595"
"LU99A","Camptothec","0.004"
"LU99A","CEP701","1.014"
"LU99A","CHIR99021","128.015"
"LU99A","CI1040","5.634"
"LU99A","Cisplatin","4.275"
"LU99A","Cytarabine","0.267"
"LU99A","DMOG","193.405"
"LU99A","Docetaxel","0.012"
"LU99A","Doxorubici","0.147"
"LU99A","Elesclomol","0.981"
"LU99A","Embelin","41.043"
"LU99A","Epothilone","0.005"
"LU99A","Etoposide","2.421"
"LU99#","AEW541","1.97598135"
"LU99A","FH535","1.236"
"LU99A","FTI277","23.853"
"LU99A","GDC0449","624.965"
"LU99A","GDC0941","4.440"
"LU99A","Gefitinib","23.950"
"LU99A","Gemcitabin","9.076"
"LU99A","GSK650394","37.379"
"LU99A","GW441756","44.041"
"LU99A","IPA3","562.852"
"LU99A","JNK9L","0.740"
"LU99A","JNKInhibit","395.834"
"LU99A","Lenalidomi","329.034"
"LU99A","LFMA13","528.061"
"LU99A","Metformin","509293.605"
"LU99A","Methotrexa","0.275"
"LU99A","Midostauri","0.559"
"LU99A","MitomycinC","0.225"
"LU99A","MK2206","7.101"
"LU99A","Nilotinib","112.690"
"LU99A","NSC87877","1144.867"
"LU99A","Nutlin3a","34.624"
"LU99A","NVPBEZ235","0.118"
"LU99A","ObatoclaxM","0.785"
"LU99A","OSI906","3.458"
"LU99A","PAC1","93.645"
"LU99A","Pazopanib","244.464"
"LU99A","PD0325901","5.185"
"LU99A","PD0332991","27.281"
"LU99A","PD173074","108.112"
"LU99A","PF562271","26.903"
"LU99A","PLX4720","224.244"
"LU99A","QS11","108.793"
"LU99A","RDEA119","3.943"
"LU99A","RO3306","259.120"
"LU99A","SB216763","380.397"
"LU99A","SB590885","440.261"
"LU99A","Shikonin","1.295"
"LU99A","SL01011","123.023"
"LU99A","Temsirolim","0.126"
"LU99A","Thapsigarg","0.001"
"LU99A","Tipifarnib","7.049"
"LU99A","Vinblastin","0.021"
"LU99A","Vinorelbin","0.006"
"LU99A","Vorinostat","6.523"
"LU99A","VX702","125.275"
"LU99#","AZD0530","8"
"LU99#","AZD6244","1.27464830"
"LU99A","ZM447439","21.085"
"LU99#","Erlotinib","5.64411592"
"LU99#","Irinotecan","0.03525101"
"LU99#","L685458","7.81098365"
"LU99#","Lapatinib","3.92663717"
"LU99#","LBW242","8"
"LU99#","Nilotinib","8"
"LU99#","Nutlin3","8"
"LU99#","Paclitaxel","8"
"LU99#","Panobinost","0.06352409"
"LU99#","PD0325901","0.25371414"
"LU99#","PD0332991","2.54912018"
"LU99#","PF2341066","2.93653535"
"LU99#","PHA665752","8"
"LU99#","PLX4720","4.74439477"
"LU99#","RAF265","0.40186235"
"LU99#","Sorafenib","4.51126337"
"LU99#","TAE684","1.22194111"
"LU99#","TKI258","1.07556450"
"LU99#","Topotecan","0.05202776"
"LU99#","ZD6474","5.11923360"
"LUDLU1#","17AAG","0.04869609"
"LUDLU1#","AEW541","1.43430690"
"LUDLU1#","AZD0530","5.54656028"
"LUDLU1#","AZD6244","8"
"LUDLU1#","Erlotinib","1.65249216"
"LUDLU1#","L685458","8"
"LUDLU1#","Lapatinib","2.3196421"
"LUDLU1#","LBW242","8"
"LUDLU1#","Nilotinib","4.28945541"
"LUDLU1#","Nutlin3","8"
"LUDLU1#","Paclitaxel","0.00374035"
"LUDLU1#","Panobinost","0.04373005"
"LUDLU1#","PD0325901","8"
"LUDLU1#","PD0332991","8"
"LUDLU1#","PF2341066","8"
"LUDLU1#","PHA665752","8"
"LUDLU1#","PLX4720","8"
"LUDLU1#","RAF265","3.11822629"
"LUDLU1#","Sorafenib","8"
"LUDLU1#","TAE684","1.13962376"
"LUDLU1#","TKI258","8"
"LUDLU1#","Topotecan","0.05761481"
"LUDLU1#","ZD6474","1.82598733"
"LXF289","A443654","0.180"
"LXF289","A769662","73.820"
"LXF289","A770041","0.758"
"LXF289","AICAR","2033.442"
"LXF289","AKTinhibit","1.758"
"LXF289","AP24534","8.306"
"LXF289","AS601245","93.142"
"LXF289","AUY922","0.027"
"LXF289","AZ628","44.270"
"LXF289","AZD0530","3.110"
"LXF289","AZD6482","1.549"
"LXF289","BAY613606","11.004"
"LXF289","Bexarotene","13.319"
"LXF289","BI2536","0.018"
"LXF289","Bicalutami","125.876"
"LXF289","Bleomycin","0.645"
"LXF289","BMS509744","9.056"
"LXF289","BMS536924","1.550"
"LXF289","BMS754807","4.722"
"LXF289","Bortezomib","0.000"
"LXF289","Bryostatin","0.179"
"LXF289","CGP082996","10.501"
"LXF289","CGP60474","0.165"
"LXF289","CHIR99021","54.830"
"LXF289","CMK","13.472"
"LXF289","Cyclopamin","137.693"
"LXF289","Dasatinib","0.040"
"LXF289","DMOG","255.605"
"LXF289","Doxorubici","0.110"
"LXF289","Embelin","8.937"
"LXF289","Epothilone","0.000"
"LXF289","Erlotinib","83.243"
"LXF289","Etoposide","2.071"
"LXF289","FH535","5.332"
"LXF289","FTI277","33.654"
"LXF289","Gemcitabin","0.003"
"LXF289","GNF2","71.083"
"LXF289","GSK269962A","17.284"
"LXF289","GSK650394","1.400"
"LXF289","GW843682X","0.016"
"LXF289","Imatinib","72.768"
"LXF289","IPA3","3759.736"
"LXF289","JNK9L","0.798"
"LXF289","JW7521","0.029"
"LXF289","KIN001135","442.638"
"LXF289","Lapatinib","20.843"
"LXF289","LFMA13","437.548"
"LXF289","Metformin","59834.296"
"LXF289","MG132","0.071"
"LXF289","Midostauri","0.331"
"LXF289","MitomycinC","0.056"
"LXF289","MS275","0.959"
"LXF289","NSC87877","1763.791"
"LXF289","NVPTAE684","1.031"
"LXF289","ObatoclaxM","0.261"
"LXF289","OSI906","39.364"
"LXF289","PAC1","354.190"
"LXF289","Paclitaxel","0.008"
"LXF289","Parthenoli","58.135"
"LXF289","Pazopanib","53.316"
"LXF289","PF02341066","27.472"
"LXF289","PF562271","2.575"
"LXF289","PHA665752","19.683"
"LXF289","Pyrimetham","1198.234"
"LXF289","QS11","7.566"
"LXF289","Rapamycin","1.730"
"LXF289","Roscovitin","111.750"
"LXF289","Salubrinal","11.073"
"LXF289","Shikonin","3.260"
"LXF289","Sorafenib","31.121"
"LXF289","STritylLcy","0.977"
"LXF289","Sunitinib","2.722"
"LXF289","Thapsigarg","0.000"
"LXF289","Tipifarnib","4.109"
"LXF289","Vinorelbin","0.005"
"LXF289","VX680","0.405"
"LXF289","WH4023","1.272"
"LXF289","WZ184","201.414"
"LXF289","XMD885","14.044"
"LXF289","ZLLNleCHO","5.379"
"M059J#","0.00808259","M059J"
"M059J#","0.09286364","M059J"
"M059J#","0.13065742","M059J"
"M059J#","0.65781998","M059J"
"M059J#","1.38921999","M059J"
"M059J","17AAG","0.091"
"M059J#","2.62349033","M059J"
"M059J#","3.91278815","M059J"
"M059J#","4.88243627","M059J"
"M059J","681640","67.458"
"M059J#","8","M059J"
"M059J","A769662","50.572"
"M059J","ABT263","12.674"
"M059J","ABT888","321.254"
"M059J","AICAR","2173.472"
"M059J","AKTinhibit","36.227"
"M059J","AMG706","91.961"
"M059J","AP24534","3.190"
"M059J","AS601245","32.123"
"M059J","ATRA","501.183"
"M059J","AUY922","0.023"
"M059J","Axitinib","52.138"
"M059J","AZD2281","76.107"
"M059J","AZD6244","97.386"
"M059J","AZD6482","17.480"
"M059J","AZD7762","1.068"
"M059J","AZD8055","2.775"
"M059J","BAY613606","2.831"
"M059J","Bexarotene","152.143"
"M059J","BIBW2992","50.416"
"M059J","Bicalutami","87.045"
"M059J","BID1870","3.700"
"M059J","BIRB0796","976.651"
"M059J","Bleomycin","3.752"
"M059J","BMS754807","2.056"
"M059J","Bosutinib","198.049"
"M059J","Bryostatin","0.002"
"M059J","BX795","1.375"
"M059J","Camptothec","0.004"
"M059J","CEP701","0.517"
"M059J","CHIR99021","10.534"
"M059J","CI1040","87.568"
"M059J","Cisplatin","10.304"
"M059J","Cytarabine","1.820"
"M059J","DMOG","530.859"
"M059J","Docetaxel","0.002"
"M059J","Doxorubici","0.032"
"M059J","Elesclomol","0.021"
"M059J","Embelin","12.982"
"M059J","Epothilone","0.001"
"M059J","Etoposide","0.365"
"M059J","FH535","5.912"
"M059J","FTI277","7.519"
"M059J","GDC0449","629.907"
"M059J","GDC0941","24.326"
"M059J","Gefitinib","16.146"
"M059J","Gemcitabin","0.021"
"M059J","GSK650394","70.631"
"M059J","GW441756","191.811"
"M059J","IPA3","245.368"
"M059J","JNK9L","0.926"
"M059J","JNKInhibit","146.064"
"M059J","KU55933","1045.469"
"M059J","Lenalidomi","420.905"
"M059J","LFMA13","482.648"
"M059J","Metformin","33393.593"
"M059J","Methotrexa","14.999"
"M059J","Midostauri","1.391"
"M059J","MitomycinC","0.101"
"M059J","MK2206","17.548"
"M059J","Nilotinib","182.958"
"M059J","NSC87877","14.755"
"M059J","NU7441","85.745"
"M059J","Nutlin3a","426.140"
"M059J","NVPBEZ235","0.064"
"M059J","ObatoclaxM","1.357"
"M059J","OSI906","258.140"
"M059J","PAC1","85.149"
"M059J","Pazopanib","10.185"
"M059J","PD0325901","15.479"
"M059J","PD0332991","483.707"
"M059J","PD173074","116.843"
"M059J","PF562271","6.519"
"M059J","PLX4720","230.109"
"M059J","QS11","24.248"
"M059J","RDEA119","32.885"
"M059J","RO3306","584.701"
"M059J","SB216763","101.187"
"M059J","SB590885","666.872"
"M059J","Shikonin","0.135"
"M059J","SL01011","710.666"
"M059J","Temsirolim","0.119"
"M059J","Thapsigarg","0.011"
"M059J","Tipifarnib","61.559"
"M059J","Vinblastin","0.015"
"M059J","Vinorelbin","0.014"
"M059J","Vorinostat","5.231"
"M059J","VX702","140.620"
"M059J","ZM447439","9.689"
"M14","17AAG","0.080"
"M14","681640","1.692"
"M14","A769662","10.447"
"M14","ABT263","24.712"
"M14","ABT888","366.329"
"M14","AICAR","289.614"
"M14","AKTinhibit","103.317"
"M14","AMG706","38.468"
"M14","AP24534","42.824"
"M14","AS601245","28.134"
"M14","ATRA","407.485"
"M14","AUY922","0.219"
"M14","Axitinib","36.755"
"M14","AZD2281","484.045"
"M14","AZD6244","0.037"
"M14","AZD6482","213.276"
"M14","AZD7762","0.145"
"M14","AZD8055","0.473"
"M14","BAY613606","167.223"
"M14","Bexarotene","52.934"
"M14","BIBW2992","43.626"
"M14","Bicalutami","49.876"
"M14","BID1870","5.836"
"M14","BIRB0796","719.363"
"M14","Bleomycin","3.213"
"M14","BMS754807","6.551"
"M14","Bosutinib","4.467"
"M14","Bryostatin","0.012"
"M14","BX795","5.198"
"M14","Camptothec","0.010"
"M14","CEP701","0.051"
"M14","CHIR99021","22.893"
"M14","CI1040","0.156"
"M14","Cisplatin","2.781"
"M14","Cytarabine","0.633"
"M14","DMOG","1817.521"
"M14","Docetaxel","0.002"
"M14","Doxorubici","0.906"
"M14","Elesclomol","0.123"
"M14","Embelin","10.926"
"M14","Epothilone","0.038"
"M14","Etoposide","7.895"
"M14","FH535","82.114"
"M14","FTI277","64.724"
"M14","GDC0449","748.480"
"M14","GDC0941","3.294"
"M14","Gefitinib","25.194"
"M14","Gemcitabin","0.516"
"M14","GSK650394","656.057"
"M14","GW441756","188.081"
"M14","IPA3","1902.623"
"M14","JNK9L","0.343"
"M14","JNKInhibit","234.206"
"M14","KU55933","145.439"
"M14","Lenalidomi","552.897"
"M14","LFMA13","958.899"
"M14","Metformin","24418.040"
"M14","Methotrexa","1.939"
"M14","Midostauri","15.713"
"M14","MitomycinC","1.336"
"M14","MK2206","23.184"
"M14","Nilotinib","112.275"
"M14","NSC87877","385.167"
"M14","NU7441","12.931"
"M14","Nutlin3a","645.353"
"M14","NVPBEZ235","0.061"
"M14","ObatoclaxM","0.461"
"M14","OSI906","74.545"
"M14","PAC1","157.640"
"M14","Pazopanib","86.734"
"M14","PD0325901","0.097"
"M14","PD0332991","32.627"
"M14","PD173074","90.967"
"M14","PF562271","161.441"
"M14","PLX4720","0.198"
"M14","QS11","342.556"
"M14","RDEA119","0.029"
"M14","RO3306","121.839"
"M14","SB216763","736.709"
"M14","SB590885","0.081"
"M14","Shikonin","1.491"
"M14","SL01011","467.819"
"M14","Temsirolim","0.464"
"M14","Thapsigarg","0.014"
"M14","Tipifarnib","568.888"
"M14","Vinblastin","0.003"
"M14","Vinorelbin","0.021"
"M14","Vorinostat","2.662"
"M14","VX702","157.718"
"M14","ZM447439","11.709"
"MALME3M#","17AAG","0.09072318"
"MALME3M#","AEW541","2.85508894"
"MALME3M#","AZD0530","8"
"MALME3M#","AZD6244","0.04618745"
"MALME3M#","Erlotinib","8"
"MALME3M#","Irinotecan","1.85796105"
"MALME3M#","L685458","8"
"MALME3M#","Lapatinib","7.32541132"
"MALME3M#","LBW242","8"
"MALME3M#","Nilotinib","4.41168403"
"MALME3M#","Nutlin3","8"
"MALME3M#","Paclitaxel","0.01752789"
"MALME3M#","Panobinost","0.04082550"
"MALME3M#","PD0325901","0.00415482"
"MALME3M#","PD0332991","8"
"MALME3M#","PF2341066","5.95442199"
"MALME3M#","PHA665752","8"
"MALME3M#","PLX4720","0.28552809"
"MALME3M#","RAF265","0.38178107"
"MALME3M#","Sorafenib","7.79168891"
"MALME3M#","TAE684","8"
"MALME3M#","TKI258","4.01465129"
"MALME3M#","Topotecan","4.58694410"
"MALME3M#","ZD6474","7.20554447"
"MB157#","17AAG","0.12479183"
"MB157#","AEW541","0.30964839"
"MB157#","AZD0530","5.79603529"
"MB157#","AZD6244","8"
"MB157#","Erlotinib","8"
"MB157#","Irinotecan","0.22051604"
"MB157#","L685458","8"
"MB157#","Lapatinib","8"
"MB157#","LBW242","8"
"MB157#","Nilotinib","3.22492190"
"MB157#","Nutlin3","8"
"MB157#","Paclitaxel","0.00688726"
"MB157#","Panobinost","0.04738841"
"MB157#","PD0325901","8"
"MB157#","PD0332991","8"
"MB157#","PF2341066","8"
"MB157#","PHA665752","8"
"MB157#","PLX4720","8"
"MB157#","RAF265","4.42655134"
"MB157#","Sorafenib","8"
"MB157#","TAE684","0.33547926"
"MB157#","TKI258","3.17438769"
"MB157#","Topotecan","0.08136614"
"MB157#","ZD6474","2.62518358"
"MC116#","17AAG","0.74135291"
"MC116","17AAG","65.464"
"MC116","681640","21.165"
"MC116","A443654","0.138"
"MC116","A770041","0.857"
"MC116","ABT263","6.898"
"MC116","ABT888","190.174"
"MC116#","AEW541","8"
"MC116","AICAR","1262.368"
"MC116","AMG706","79.901"
"MC116","ATRA","218.833"
"MC116","Axitinib","204.021"
"MC116","AZ628","274.545"
"MC116","AZD0530","169.337"
"MC116#","AZD0530","8"
"MC116","AZD2281","78.590"
"MC116","AZD6244","328.673"
"MC116#","AZD6244","8"
"MC116","AZD7762","0.258"
"MC116","AZD8055","3.100"
"MC116","BI2536","0.162"
"MC116","BIBW2992","3.939"
"MC116","BID1870","19.357"
"MC116","BIRB0796","725.701"
"MC116","BMS509744","73.673"
"MC116","BMS536924","13.588"
"MC116","Bortezomib","0.150"
"MC116","Bosutinib","29.761"
"MC116","BX795","16.241"
"MC116","Camptothec","0.016"
"MC116","CEP701","0.191"
"MC116","CGP082996","44.102"
"MC116","CGP60474","0.041"
"MC116","CI1040","110.697"
"MC116","Cisplatin","85.694"
"MC116","CMK","8.451"
"MC116","Cyclopamin","449.621"
"MC116","Cytarabine","1.283"
"MC116","Dasatinib","0.115"
"MC116","Docetaxel","0.284"
"MC116","Elesclomol","1.597"
"MC116","Erlotinib","3.606"
"MC116#","Erlotinib","8"
"MC116","GDC0449","254.638"
"MC116","GDC0941","10.589"
"MC116","Gefitinib","20.878"
"MC116","GNF2","193.482"
"MC116","GSK269962A","44.562"
"MC116","GW441756","148.280"
"MC116","GW843682X","0.037"
"MC116","Imatinib","236.623"
"MC116","JNKInhibit","286.456"
"MC116","JW7521","0.027"
"MC116","KIN001135","508.481"
"MC116","KU55933","57.164"
"MC116#","L685458","8"
"MC116","Lapatinib","327.006"
"MC116#","Lapatinib","8"
"MC116#","LBW242","8"
"MC116","Lenalidomi","325.575"
"MC116","Metformin","67303.951"
"MC116","Methotrexa","0.061"
"MC116","MG132","8.919"
"MC116","MK2206","74.582"
"MC116","MS275","1.435"
"MC116","Nilotinib","157.467"
"MC116#","Nilotinib","8"
"MC116","NU7441","111.739"
"MC116#","Nutlin3","8"
"MC116","Nutlin3a","469.548"
"MC116","NVPBEZ235","0.058"
"MC116","NVPTAE684","4.917"
"MC116","Paclitaxel","0.003"
"MC116#","Paclitaxel","0.01194817"
"MC116#","Panobinost","0.11097426"
"MC116","Parthenoli","741.424"
"MC116","PD0325901","29.003"
"MC116#","PD0325901","8"
"MC116","PD0332991","209.295"
"MC116#","PD0332991","7.99748086"
"MC116","PD173074","17.818"
"MC116","PF02341066","21.518"
"MC116#","PF2341066","8"
"MC116","PHA665752","253.195"
"MC116#","PHA665752","8"
"MC116","PLX4720","194.158"
"MC116#","PLX4720","8"
"MC116","Pyrimetham","17.738"
"MC116#","RAF265","8"
"MC116","Rapamycin","0.001"
"MC116","RDEA119","213.042"
"MC116","RO3306","406.228"
"MC116","Roscovitin","84.136"
"MC116","Salubrinal","11.125"
"MC116","SB216763","204.286"
"MC116","SB590885","27.191"
"MC116","SL01011","171.375"
"MC116","Sorafenib","31.744"
"MC116#","Sorafenib","8"
"MC116","STritylLcy","0.710"
"MC116","Sunitinib","4.411"
"MC116#","TAE684","8"
"MC116","Temsirolim","0.026"
"MC116#","TKI258","8"
"MC116#","Topotecan","0.12693017"
"MC116","Vinblastin","0.008"
"MC116","Vorinostat","1.136"
"MC116","VX680","0.851"
"MC116","VX702","158.191"
"MC116","WH4023","2.848"
"MC116","WZ184","21.736"
"MC116","XMD885","7.172"
"MC116#","ZD6474","8"
"MC116","ZLLNleCHO","87.664"
"MC116","ZM447439","227.804"
"MCAS#","17AAG","0.07297305"
"MCAS#","AEW541","6.09228467"
"MCAS#","AZD0530","8"
"MCAS#","AZD6244","6.32400274"
"MCAS#","Erlotinib","8"
"MCAS#","Irinotecan","0.81404429"
"MCAS#","L685458","8"
"MCAS#","Lapatinib","6.32409954"
"MCAS#","LBW242","8"
"MCAS#","Nilotinib","8"
"MCAS#","Nutlin3","8"
"MCAS#","Paclitaxel","0.00657595"
"MCAS#","Panobinost","0.07979289"
"MCAS#","PD0325901","0.94524008"
"MCAS#","PD0332991","8"
"MCAS#","PF2341066","5.29341077"
"MCAS#","PHA665752","8"
"MCAS#","PLX4720","8"
"MCAS#","RAF265","7.48040914"
"MCAS#","Sorafenib","8"
"MCAS#","TAE684","3.33510088"
"MCAS#","TKI258","7.65548467"
"MCAS#","Topotecan","0.59492451"
"MCAS#","ZD6474","8"
"MCCAR","A443654","1.798"
"MCCAR","A770041","12.939"
"MCCAR","AZ628","24.845"
"MCCAR","AZD0530","334.024"
"MCCAR","BI2536","3.534"
"MCCAR","BMS509744","1024.524"
"MCCAR","BMS536924","13.049"
"MCCAR","Bortezomib","0.052"
"MCCAR","CGP082996","46.440"
"MCCAR","CGP60474","0.122"
"MCCAR","CMK","87.909"
"MCCAR","Cyclopamin","198.999"
"MCCAR","Dasatinib","426.523"
"MCCAR","Erlotinib","45.437"
"MCCAR","GNF2","322.249"
"MCCAR","GSK269962A","581.445"
"MCCAR","GW843682X","0.077"
"MCCAR","Imatinib","314.944"
"MCCAR","JW7521","0.555"
"MCCAR","KIN001135","958.039"
"MCCAR","Lapatinib","214.278"
"MCCAR","MG132","2.224"
"MCCAR","MS275","118.473"
"MCCAR","NVPTAE684","204.754"
"MCCAR","Paclitaxel","0.024"
"MCCAR","Parthenoli","651.300"
"MCCAR","PF02341066","483.225"
"MCCAR","PHA665752","253.473"
"MCCAR","Pyrimetham","3274.847"
"MCCAR","Rapamycin","4.420"
"MCCAR","Roscovitin","479.913"
"MCCAR","Salubrinal","35.142"
"MCCAR","Sorafenib","576.079"
"MCCAR","STritylLcy","1.205"
"MCCAR","Sunitinib","8.282"
"MCCAR","VX680","5.043"
"MCCAR","WH4023","1980.226"
"MCCAR","WZ184","1673.014"
"MCCAR","XMD885","19.098"
"MCCAR","ZLLNleCHO","26.424"
"MCF7#","17AAG","0.01876104"
"MCF7","17AAG","0.097"
"MCF7","681640","5.962"
"MCF7","A769662","48.998"
"MCF7","ABT263","44.977"
"MCF7","ABT888","424.995"
"MCF7#","AEW541","0.71605658"
"MCF7","AICAR","882.044"
"MCF7","AKTinhibit","31.925"
"MCF7","AMG706","28.567"
"MCF7","AP24534","11.724"
"MCF7","AS601245","1.501"
"MCF7","ATRA","51.724"
"MCF7","AUY922","0.003"
"MCF7","Axitinib","46.011"
"MCF7#","AZD0530","8"
"MCF7","AZD2281","90.533"
"MCF7","AZD6244","239.447"
"MCF7#","AZD6244","8"
"MCF7","AZD6482","459.866"
"MCF7","AZD7762","13.133"
"MCF7","AZD8055","0.406"
"MCF7","BAY613606","1.147"
"MCF7","Bexarotene","269.259"
"MCF7","BIBW2992","16.332"
"MCF7","Bicalutami","38.865"
"MCF7","BID1870","52.247"
"MCF7","BIRB0796","753.496"
"MCF7","Bleomycin","1.165"
"MCF7","BMS754807","0.094"
"MCF7","Bosutinib","133.330"
"MCF7","Bryostatin","0.051"
"MCF7","BX795","35.441"
"MCF7","Camptothec","0.007"
"MCF7","CEP701","3.189"
"MCF7","CHIR99021","51.134"
"MCF7","CI1040","75.593"
"MCF7","Cisplatin","15.097"
"MCF7","Cytarabine","1.998"
"MCF7","DMOG","14914.458"
"MCF7","Docetaxel","0.002"
"MCF7","Doxorubici","0.012"
"MCF7","Elesclomol","0.032"
"MCF7","Embelin","8.292"
"MCF7","Epothilone","0.000"
"MCF7#","Erlotinib","8"
"MCF7","Etoposide","0.831"
"MCF7","FH535","2.632"
"MCF7","FTI277","81.967"
"MCF7","GDC0449","878.884"
"MCF7","GDC0941","0.899"
"MCF7","Gefitinib","15.681"
"MCF7","Gemcitabin","0.000"
"MCF7","GSK650394","1.814"
"MCF7","GW441756","22.134"
"MCF7","IPA3","2.176"
"MCF7#","Irinotecan","0.40210935"
"MCF7","JNK9L","0.390"
"MCF7","JNKInhibit","274.873"
"MCF7","KU55933","60.229"
"MCF7#","L685458","8"
"MCF7#","Lapatinib","2.84519386"
"MCF7#","LBW242","8"
"MCF7","Lenalidomi","493.498"
"MCF7","LFMA13","455.804"
"MCF7","Metformin","154728.359"
"MCF7","Methotrexa","16.061"
"MCF7","Midostauri","0.334"
"MCF7","MitomycinC","0.014"
"MCF7","MK2206","2.852"
"MCF7","Nilotinib","139.031"
"MCF7#","Nilotinib","8"
"MCF7","NSC87877","644.903"
"MCF7","NU7441","79.156"
"MCF7#","Nutlin3","8"
"MCF7","Nutlin3a","5.414"
"MCF7","NVPBEZ235","0.049"
"MCF7","ObatoclaxM","0.002"
"MCF7","OSI906","5.120"
"MCF7","PAC1","34.929"
"MCF7#","Paclitaxel","8"
"MCF7","Pazopanib","28.416"
"MCF7","PD0325901","3.842"
"MCF7#","PD0325901","8"
"MCF7","PD0332991","2.706"
"MCF7#","PD0332991","8"
"MCF7","PD173074","11.530"
"MCF7#","PF2341066","0.12259166"
"MCF7","PF562271","90.451"
"MCF7#","PHA665752","8"
"MCF7","PLX4720","39.415"
"MCF7#","PLX4720","8"
"MCF7","QS11","2.251"
"MCF7#","RAF265","2.53164601"
"MCF7","RDEA119","159.999"
"MCF7","RO3306","11.103"
"MCF7","SB216763","143.724"
"MCF7","SB590885","113.706"
"MCF7","Shikonin","0.436"
"MCF7","SL01011","428.868"
"MCF7#","Sorafenib","8"
"MCF7#","TAE684","0.32389348"
"MCF7","Temsirolim","0.571"
"MCF7","Thapsigarg","0.000"
"MCF7","Tipifarnib","0.167"
"MCF7#","TKI258","6.51220417"
"MCF7#","Topotecan","0.70059508"
"MCF7","Vinblastin","0.032"
"MCF7","Vinorelbin","0.005"
"MCF7","Vorinostat","4.983"
"MCF7","VX702","190.572"
"MCF7#","ZD6474","8"
"MCF7","ZM447439","88.207"
"MCIXC","17AAG","1.422"
"MCIXC","681640","2.484"
"MCIXC","ABT263","12.653"
"MCIXC","ABT888","412.760"
"MCIXC","AICAR","1737.264"
"MCIXC","AMG706","170.557"
"MCIXC","AS601245","12.390"
"MCIXC","ATRA","0.155"
"MCIXC","AUY922","0.018"
"MCIXC","Axitinib","28.936"
"MCIXC","AZD2281","3.620"
"MCIXC","AZD6244","404.531"
"MCIXC","AZD7762","0.129"
"MCIXC","AZD8055","0.728"
"MCIXC","BAY613606","50.360"
"MCIXC","Bexarotene","7.923"
"MCIXC","BIBW2992","11.586"
