"gene","cell_line"
"ABL2","HUPT3"
"ABL2","HUPT4"
"ABL2","HUT102"
"ABL2","HUT78"
"ABL2","IALM"
"ABL2","IGROV1"
"ABL2","IMR32"
"ABL2","IPC298"
"ABL2","ISTMES2"
"ABL2","J82"
"ABL2","JEKO1"
"ABL2","JHH1"
"ABL2","JHH2"
"ABL2","JHH4"
"ABL2","JHH6"
"ABL2","JHH7"
"ABL2","JHOC5"
"ABL2","JHOM1"
"ABL2","JHOM2B"
"ABL2","JHOS2"
"ABL2","JHOS4"
"ABL2","JHUEM1"
"ABL2","JHUEM2"
"ABL2","JHUEM7"
"ABL2","JIMT1"
"ABL2","JJN3"
"ABL2","JK1"
"ABL2","JL1"
"ABL2","JM1"
"ABL2","JMSU1"
"ABL2","JVM2"
"ABL2","JVM3"
"ABL2","K029AX"
"ABL2","K562"
"ABL2","KALS1"
"ABL2","KARPAS299"
"ABL2","KARPAS620"
"ABL2","KASUMI1"
"ABL2","KASUMI2"
"ABL2","KASUMI6"
"ABL2","KATOIII"
"ABL2","KCL22"
"ABL2","KE37"
"ABL2","KE39"
"ABL2","KE97"
"ABL2","KELLY"
"ABL2","KG1"
"ABL2","KHM1B"
"ABL2","KIJK"
"ABL2","KMBC2"
"ABL2","KMH2"
"ABL2","KMM1"
"ABL2","KMRC2"
"ABL2","KMRC20"
"ABL2","KMRC3"
"ABL2","KMS11"
"ABL2","KMS12BM"
"ABL2","KMS20"
"ABL2","KMS26"
"ABL2","KMS27"
"ABL2","KMS28BM"
"ABL2","KMS34"
"ABL2","KNS42"
"ABL2","KNS60"
"ABL2","KNS62"
"ABL2","KOPN8"
"ABL2","KP1N"
"ABL2","KP1NL"
"ABL2","KP4"
"ABL2","KPL1"
"ABL2","KPNRTBM1"
"ABL2","KPNSI9S"
"ABL2","KS1"
"ABL2","KU812"
"ABL2","KURAMOCHI"
"ABL2","KYO1"
"ABL2","KYSE140"
"ABL2","KYSE150"
"ABL2","KYSE180"
"ABL2","KYSE270"
"ABL2","KYSE30"
"ABL2","KYSE410"
"ABL2","KYSE450"
"ABL2","KYSE510"
"ABL2","KYSE520"
"ABL2","KYSE70"
"ABL2","L1236"
"ABL2","L428"
"ABL2","L540"
"ABL2","LCLC103H"
"ABL2","LCLC97TM1"
"ABL2","LI7"
"ABL2","LK2"
"ABL2","LMSU"
"ABL2","LN18"
"ABL2","LN229"
"ABL2","LOUCY"
"ABL2","LOUNH91"
"ABL2","LP1"
"ABL2","LS180"
"ABL2","LS411N"
"ABL2","LS513"
"ABL2","LU65"
"ABL2","LU99"
"ABL2","LUDLU1"
"ABL2","LXF289"
"ABL2","M07E"
"ABL2","MALME3M"
"ABL2","MC116"
"ABL2","MCF7"
"ABL2","MDAMB134VI"
"ABL2","MDAMB231"
"ABL2","MDAMB415"
"ABL2","MDAMB435S"
"ABL2","MDAMB436"
"ABL2","MDAMB453"
"ABL2","MDAMB468"
"ABL2","ME1"
"ABL2","MEC1"
"ABL2","MEG01"
"ABL2","MELHO"
"ABL2","MELJUSO"
"ABL2","MFE280"
"ABL2","MFE296"
"ABL2","MG63"
"ABL2","MHHCALL2"
"ABL2","MHHCALL3"
"ABL2","MHHCALL4"
"ABL2","MHHES1"
"ABL2","MHHNB11"
"ABL2","MIAPACA2"
"ABL2","MINO"
"ABL2","MJ"
"ABL2","MKN7"
"ABL2","MKN74"
"ABL2","ML1"
"ABL2","MM1S"
"ABL2","MOGGUVW"
"ABL2","MOLM13"
"ABL2","MOLM16"
"ABL2","MOLM6"
"ABL2","MOLP2"
"ABL2","MOLP8"
"ABL2","MOLT16"
"ABL2","MONOMAC1"
"ABL2","MONOMAC6"
"ABL2","MOTN1"
"ABL2","MSTO211H"
"ABL2","MUTZ3"
"ABL2","MUTZ5"
"ABL2","MV411"
"ABL2","NALM1"
"ABL2","NALM19"
"ABL2","NALM6"
"ABL2","NAMALWA"
"ABL2","NB1"
"ABL2","NB4"
"ABL2","NCCSTCK140"
"ABL2","NCIH1048"
"ABL2","NCIH1092"
"ABL2","NCIH1105"
"ABL2","NCIH1299"
"ABL2","NCIH1339"
"ABL2","NCIH1341"
"ABL2","NCIH1355"
"ABL2","NCIH1373"
"ABL2","NCIH1435"
"ABL2","NCIH1436"
"ABL2","NCIH1437"
"ABL2","NCIH146"
"ABL2","NCIH1563"
"ABL2","NCIH1568"
"ABL2","NCIH1573"
"ABL2","NCIH1581"
"ABL2","NCIH1648"
"ABL2","NCIH1650"
"ABL2","NCIH1651"
"ABL2","NCIH1666"
"ABL2","NCIH1693"
"ABL2","NCIH1694"
"ABL2","NCIH1703"
"ABL2","NCIH1734"
"ABL2","NCIH1755"
"ABL2","NCIH1781"
"ABL2","NCIH1792"
"ABL2","NCIH1793"
"ABL2","NCIH1838"
"ABL2","NCIH1869"
"ABL2","NCIH1876"
"ABL2","NCIH1930"
"ABL2","NCIH1944"
"ABL2","NCIH196"
"ABL2","NCIH1963"
"ABL2","NCIH1975"
"ABL2","NCIH2009"
"ABL2","NCIH2023"
"ABL2","NCIH2029"
"ABL2","NCIH2030"
"ABL2","NCIH2052"
"ABL2","NCIH2073"
"ABL2","NCIH2081"
"ABL2","NCIH2087"
"ABL2","NCIH209"
"ABL2","NCIH2106"
"ABL2","NCIH2126"
"ABL2","NCIH2141"
"ABL2","NCIH2170"
"ABL2","NCIH2171"
"ABL2","NCIH2172"
"ABL2","NCIH2196"
"ABL2","NCIH2227"
"ABL2","NCIH226"
"ABL2","NCIH2286"
"ABL2","NCIH2291"
"ABL2","NCIH23"
"ABL2","NCIH2342"
"ABL2","NCIH2347"
"ABL2","NCIH2405"
"ABL2","NCIH2444"
"ABL2","NCIH2452"
"ABL2","NCIH3255"
"ABL2","NCIH358"
"ABL2","NCIH460"
"ABL2","NCIH508"
"ABL2","NCIH510"
"ABL2","NCIH520"
"ABL2","NCIH522"
"ABL2","NCIH524"
"ABL2","NCIH526"
"ABL2","NCIH596"
"ABL2","NCIH647"
"ABL2","NCIH661"
"ABL2","NCIH684"
"ABL2","NCIH69"
"ABL2","NCIH716"
"ABL2","NCIH727"
"ABL2","NCIH747"
"ABL2","NCIH82"
"ABL2","NCIH838"
"ABL2","NCIH841"
"ABL2","NCIH854"
"ABL2","NCIH889"
"ABL2","NCIN87"
"ABL2","NCO2"
"ABL2","NH6"
"ABL2","NIHOVCAR3"
"ABL2","NUDHL1"
"ABL2","NUDUL1"
"ABL2","NUGC3"
"ABL2","NUGC4"
"ABL2","OAW28"
"ABL2","OAW42"
"ABL2","OCIAML2"
"ABL2","OCIAML3"
"ABL2","OCIAML5"
"ABL2","OCILY10"
"ABL2","OCILY19"
"ABL2","OCILY3"
"ABL2","OCIM1"
"ABL2","OCUM1"
"ABL2","OE19"
"ABL2","OE21"
"ABL2","OE33"
"ABL2","ONCODG1"
"ABL2","ONS76"
"ABL2","OPM2"
"ABL2","OSRC2"
"ABL2","OUMS23"
"ABL2","OUMS27"
"ABL2","OV56"
"ABL2","OV90"
"ABL2","OVCAR4"
"ABL2","OVCAR8"
"ABL2","OVISE"
"ABL2","OVK18"
"ABL2","OVKATE"
"ABL2","OVSAHO"
"ABL2","OVTOKO"
"ABL2","P12ICHIKAWA"
"ABL2","P3HR1"
"ABL2","PANC0203"
"ABL2","PANC0213"
"ABL2","PANC0327"
"ABL2","PANC0403"
"ABL2","PANC0813"
"ABL2","PC14"
"ABL2","PC3"
"ABL2","PECAPJ15"
"ABL2","PECAPJ34CLONEC12"
"ABL2","PECAPJ41CLONED2"
"ABL2","PECAPJ49"
"ABL2","PEER"
"ABL2","PF382"
"ABL2","PFEIFFER"
"ABL2","PK1"
"ABL2","PK45H"
"ABL2","PK59"
"ABL2","PL21"
"ABL2","PSN1"
"ABL2","QGP1"
"ABL2","RAJI"
"ABL2","RCC10RGB"
"ABL2","RCHACV"
"ABL2","RCM1"
"ABL2","RD"
"ABL2","REC1"
"ABL2","RERFGC1B"
"ABL2","RERFLCAD1"
"ABL2","RERFLCAD2"
"ABL2","RERFLCAI"
"ABL2","RERFLCKJ"
"ABL2","RERFLCMS"
"ABL2","RH41"
"ABL2","RI1"
"ABL2","RKN"
"ABL2","RMGI"
"ABL2","RMUGS"
"ABL2","RPMI7951"
"ABL2","RPMI8226"
"ABL2","RPMI8402"
"ABL2","RS5"
"ABL2","RT112"
"ABL2","RT11284"
"ABL2","RT4"
"ABL2","S117"
"ABL2","SAOS2"
"ABL2","SBC5"
"ABL2","SCABER"
"ABL2","SCC15"
"ABL2","SCC25"
"ABL2","SCC4"
"ABL2","SCC9"
"ABL2","SCLC21H"
"ABL2","SET2"
"ABL2","SF126"
"ABL2","SF295"
"ABL2","SH10TC"
"ABL2","SH4"
"ABL2","SHP77"
"ABL2","SHSY5Y"
"ABL2","SIGM5"
"ABL2","SIMA"
"ABL2","SJRH30"
"ABL2","SJSA1"
"ABL2","SKBR3"
"ABL2","SKCO1"
"ABL2","SKES1"
"ABL2","SKHEP1"
"ABL2","SKLMS1"
"ABL2","SKLU1"
"ABL2","SKM1"
"ABL2","SKMEL1"
"ABL2","SKMEL2"
"ABL2","SKMEL24"
"ABL2","SKMEL28"
"ABL2","SKMEL3"
"ABL2","SKMEL30"
"ABL2","SKMEL5"
"ABL2","SKMES1"
"ABL2","SKNAS"
"ABL2","SKNDZ"
"ABL2","SKNFI"
"ABL2","SKNMC"
"ABL2","SKNSH"
"ABL2","SKUT1"
"ABL2","SNU1033"
"ABL2","SNU1041"
"ABL2","SNU1066"
"ABL2","SNU1076"
"ABL2","SNU1077"
"ABL2","SNU1079"
"ABL2","SNU1105"
"ABL2","SNU119"
"ABL2","SNU1196"
"ABL2","SNU1197"
"ABL2","SNU1214"
"ABL2","SNU1272"
"ABL2","SNU182"
"ABL2","SNU201"
"ABL2","SNU213"
"ABL2","SNU216"
"ABL2","SNU245"
"ABL2","SNU283"
"ABL2","SNU308"
"ABL2","SNU349"
"ABL2","SNU387"
"ABL2","SNU398"
"ABL2","SNU410"
"ABL2","SNU423"
"ABL2","SNU449"
"ABL2","SNU46"
"ABL2","SNU466"
"ABL2","SNU475"
"ABL2","SNU478"
"ABL2","SNU489"
"ABL2","SNU503"
"ABL2","SNU620"
"ABL2","SNU626"
"ABL2","SNU668"
"ABL2","SNU685"
"ABL2","SNU719"
"ABL2","SNU738"
"ABL2","SNU761"
"ABL2","SNU840"
"ABL2","SNU869"
"ABL2","SNU878"
"ABL2","SNU886"
"ABL2","SNU899"
"ABL2","SNUC4"
"ABL2","ST486"
"ABL2","SU8686"
"ABL2","SUDHL4"
"ABL2","SUDHL5"
"ABL2","SUDHL6"
"ABL2","SUDHL8"
"ABL2","SUPHD1"
"ABL2","SUPM2"
"ABL2","SUPT11"
"ABL2","SW1088"
"ABL2","SW1116"
"ABL2","SW1271"
"ABL2","SW1353"
"ABL2","SW1417"
"ABL2","SW1463"
"ABL2","SW1573"
"ABL2","SW1710"
"ABL2","SW1783"
"ABL2","SW1990"
"ABL2","SW403"
"ABL2","SW480"
"ABL2","SW579"
"ABL2","SW620"
"ABL2","SW780"
"ABL2","SW900"
"ABL2","SW948"
"ABL2","T173"
"ABL2","T3M10"
"ABL2","T3M4"
"ABL2","T47D"
"ABL2","T84"
"ABL2","T98G"
"ABL2","TC71"
"ABL2","TCCPAN2"
"ABL2","TE10"
"ABL2","TE11"
"ABL2","TE125T"
"ABL2","TE159T"
"ABL2","TE4"
"ABL2","TE441T"
"ABL2","TE5"
"ABL2","TE6"
"ABL2","TE617T"
"ABL2","TE8"
"ABL2","TE9"
"ABL2","TEN"
"ABL2","TF1"
"ABL2","TGBC11TKB"
"ABL2","THP1"
"ABL2","TM31"
"ABL2","TOLEDO"
"ABL2","TUHR10TKB"
"ABL2","TUHR4TKB"
"ABL2","U138MG"
"ABL2","U266B1"
"ABL2","U2OS"
"ABL2","U87MG"
"ABL2","U937"
"ABL2","UACC257"
"ABL2","UACC62"
"ABL2","UACC812"
"ABL2","UBLC1"
"ABL2","UMUC1"
"ABL2","UMUC3"
"ABL2","UT7"
"ABL2","VCAP"
"ABL2","VMCUB1"
"ABL2","VMRCLCD"
"ABL2","VMRCRCW"
"ABL2","VMRCRCZ"
"ABL2","WM115"
"ABL2","WM2664"
"ABL2","WM793"
"ABL2","WM88"
"ABL2","WM983B"
"ABL2","WSUDLCL2"
"ABL2","YAPC"
"ABL2","YD15"
"ABL2","YD38"
"ABL2","YD8"
"ABL2","YH13"
"ABL2","YKG1"
"ABL2","ZR751"
"ABL2","ZR7530"
"AKT1","253J"
"AKT1","253JBV"
"AKT1","42MGBA"
"AKT1","5637"
"AKT1","59M"
"AKT1","639V"
"AKT1","647V"
"AKT1","697"
"AKT1","769P"
"AKT1","786O"
"AKT1","8305C"
"AKT1","8505C"
"AKT1","8MGBA"
"AKT1","A101D"
"AKT1","A172"
"AKT1","A204"
"AKT1","A2058"
"AKT1","A253"
"AKT1","A2780"
"AKT1","A375"
"AKT1","A3KAW"
"AKT1","A498"
"AKT1","A4FUK"
"AKT1","A549"
"AKT1","A673"
"AKT1","A704"
"AKT1","ABC1"
"AKT1","ACCMESO1"
"AKT1","ACHN"
"AKT1","AGS"
"AKT1","ALEXANDERCELLS"
"AKT1","ALLSIL"
"AKT1","AM38"
"AKT1","AML193"
"AKT1","AMO1"
"AKT1","AN3CA"
"AKT1","ASPC1"
"AKT1","AU565"
"AKT1","BCP1"
"AKT1","BCPAP"
"AKT1","BDCM"
"AKT1","BECKER"
"AKT1","BEN"
"AKT1","BFTC905"
"AKT1","BFTC909"
"AKT1","BHY"
"AKT1","BICR16"
"AKT1","BICR18"
"AKT1","BICR31"
"AKT1","BICR56"
"AKT1","BICR6"
"AKT1","BL41"
"AKT1","BL70"
"AKT1","BT20"
"AKT1","BT483"
"AKT1","BT549"
"AKT1","BV173"
"AKT1","BXPC3"
"AKT1","C2BBE1"
"AKT1","C32"
"AKT1","C3A"
"AKT1","CA46"
"AKT1","CADOES1"
"AKT1","CAKI1"
"AKT1","CAKI2"
"AKT1","CAL120"
"AKT1","CAL12T"
"AKT1","CAL148"
"AKT1","CAL27"
"AKT1","CAL29"
"AKT1","CAL33"
"AKT1","CAL51"
"AKT1","CAL54"
"AKT1","CAL62"
"AKT1","CAL78"
"AKT1","CAL851"
"AKT1","CALU1"
"AKT1","CALU3"
"AKT1","CALU6"
"AKT1","CAMA1"
"AKT1","CAOV3"
"AKT1","CAOV4"
"AKT1","CAPAN1"
"AKT1","CAPAN2"
"AKT1","CAS1"
"AKT1","CCFSTTG1"
"AKT1","CCK81"
"AKT1","CFPAC1"
"AKT1","CGTHW1"
"AKT1","CHAGOK1"
"AKT1","CHP212"
"AKT1","CI1"
"AKT1","CJM"
"AKT1","CL11"
"AKT1","CL14"
"AKT1","CL34"
"AKT1","CL40"
"AKT1","CMK"
"AKT1","CMK115"
"AKT1","CMLT1"
"AKT1","COLO201"
"AKT1","COLO205"
"AKT1","COLO320"
"AKT1","COLO668"
"AKT1","COLO679"
"AKT1","COLO680N"
"AKT1","COLO684"
"AKT1","COLO699"
"AKT1","COLO704"
"AKT1","COLO741"
"AKT1","COLO775"
"AKT1","COLO783"
"AKT1","COLO792"
"AKT1","COLO818"
"AKT1","COLO829"
"AKT1","CORL23"
"AKT1","CORL24"
"AKT1","CORL279"
"AKT1","CORL47"
"AKT1","CORL51"
"AKT1","CORL88"
"AKT1","CORL95"
"AKT1","COV318"
"AKT1","COV362"
"AKT1","COV434"
"AKT1","COV504"
"AKT1","COV644"
"AKT1","CPCN"
"AKT1","D341MED"
"AKT1","DANG"
"AKT1","DAOY"
"AKT1","DAUDI"
"AKT1","DB"
"AKT1","DBTRG05MG"
"AKT1","DEL"
"AKT1","DETROIT562"
"AKT1","DKMG"
"AKT1","DM3"
"AKT1","DMS153"
"AKT1","DMS273"
"AKT1","DMS454"
"AKT1","DMS79"
"AKT1","DOHH2"
"AKT1","DU145"
"AKT1","DU4475"
"AKT1","DV90"
"AKT1","EB2"
"AKT1","EBC1"
"AKT1","ECC10"
"AKT1","ECC12"
"AKT1","ECGI10"
"AKT1","EFE184"
"AKT1","EFM19"
"AKT1","EFM192A"
"AKT1","EFO21"
"AKT1","EFO27"
"AKT1","EHEB"
"AKT1","EJM"
"AKT1","EM2"
"AKT1","EN"
"AKT1","EOL1"
"AKT1","EPLC272H"
"AKT1","ES2"
"AKT1","ESS1"
"AKT1","EVSAT"
"AKT1","F36P"
"AKT1","FADU"
"AKT1","FTC133"
"AKT1","FTC238"
"AKT1","FU97"
"AKT1","FUOV1"
"AKT1","G361"
"AKT1","G401"
"AKT1","G402"
"AKT1","GAMG"
"AKT1","GCIY"
"AKT1","GCT"
"AKT1","GDM1"
"AKT1","GI1"
"AKT1","GMS10"
"AKT1","GOS3"
"AKT1","GP2D"
"AKT1","GRANTA519"
"AKT1","GSS"
"AKT1","GSU"
"AKT1","H4"
"AKT1","HARA"
"AKT1","HCC1143"
"AKT1","HCC1171"
"AKT1","HCC1187"
"AKT1","HCC1195"
"AKT1","HCC1359"
"AKT1","HCC1395"
"AKT1","HCC1419"
"AKT1","HCC1428"
"AKT1","HCC1438"
"AKT1","HCC15"
"AKT1","HCC1500"
"AKT1","HCC1569"
"AKT1","HCC1588"
"AKT1","HCC1599"
"AKT1","HCC1806"
"AKT1","HCC1833"
"AKT1","HCC1954"
"AKT1","HCC202"
"AKT1","HCC2108"
"AKT1","HCC2157"
"AKT1","HCC2218"
"AKT1","HCC2279"
"AKT1","HCC2935"
"AKT1","HCC33"
"AKT1","HCC366"
"AKT1","HCC38"
"AKT1","HCC4006"
"AKT1","HCC44"
"AKT1","HCC56"
"AKT1","HCC70"
"AKT1","HCC78"
"AKT1","HCC827"
"AKT1","HCC95"
"AKT1","HCT116"
"AKT1","HCT15"
"AKT1","HDLM2"
"AKT1","HDMYZ"
"AKT1","HEC108"
"AKT1","HEC151"
"AKT1","HEC1A"
"AKT1","HEC1B"
"AKT1","HEC251"
"AKT1","HEC265"
"AKT1","HEC59"
"AKT1","HEC6"
"AKT1","HEL"
"AKT1","HEL9217"
"AKT1","HEPG2"
"AKT1","HEYA8"
"AKT1","HGC27"
"AKT1","HH"
"AKT1","HLF"
"AKT1","HLFA"
"AKT1","HMC18"
"AKT1","HOS"
"AKT1","HPAFII"
"AKT1","HRT18"
"AKT1","HS172T"
"AKT1","HS229T"
"AKT1","HS281T"
"AKT1","HS343T"
"AKT1","HS571T"
"AKT1","HS578T"
"AKT1","HS600T"
"AKT1","HS604T"
"AKT1","HS611T"
"AKT1","HS616T"
"AKT1","HS618T"
"AKT1","HS675T"
"AKT1","HS683"
"AKT1","HS688AT"
"AKT1","HS695T"
"AKT1","HS698T"
"AKT1","HS706T"
"AKT1","HS729"
"AKT1","HS737T"
"AKT1","HS739T"
"AKT1","HS742T"
"AKT1","HS746T"
"AKT1","HS751T"
"AKT1","HS766T"
"AKT1","HS819T"
"AKT1","HS821T"
"AKT1","HS822T"
"AKT1","HS834T"
"AKT1","HS840T"
"AKT1","HS852T"
"AKT1","HS863T"
"AKT1","HS888T"
"AKT1","HS895T"
"AKT1","HS934T"
"AKT1","HS936T"
"AKT1","HS940T"
"AKT1","HS944T"
"AKT1","HSC2"
"AKT1","HSC4"
"AKT1","HT1080"
"AKT1","HT115"
"AKT1","HT1376"
"AKT1","HT144"
"AKT1","HT29"
"AKT1","HT55"
"AKT1","HTK"
"AKT1","HUCCT1"
"AKT1","HUG1N"
"AKT1","HUH28"
"AKT1","HUH6"
"AKT1","HUH7"
"AKT1","HUNS1"
"AKT1","HUPT3"
"AKT1","HUPT4"
"AKT1","HUT102"
"AKT1","HUT78"
"AKT1","IALM"
"AKT1","IGR37"
"AKT1","IGR39"
"AKT1","IGROV1"
"AKT1","IM95"
"AKT1","IMR32"
"AKT1","IPC298"
"AKT1","ISHIKAWAHERAKLIO02ER"
"AKT1","ISTMES1"
"AKT1","ISTMES2"
"AKT1","J82"
"AKT1","JEKO1"
"AKT1","JHH1"
"AKT1","JHH2"
"AKT1","JHH4"
"AKT1","JHH5"
"AKT1","JHH6"
"AKT1","JHH7"
"AKT1","JHOC5"
"AKT1","JHOM1"
"AKT1","JHOM2B"
"AKT1","JHOS2"
"AKT1","JHOS4"
"AKT1","JHUEM1"
"AKT1","JHUEM2"
"AKT1","JHUEM7"
"AKT1","JIMT1"
"AKT1","JJN3"
"AKT1","JK1"
"AKT1","JL1"
"AKT1","JM1"
"AKT1","JMSU1"
"AKT1","JVM2"
"AKT1","JVM3"
"AKT1","K029AX"
"AKT1","K562"
"AKT1","KALS1"
"AKT1","KARPAS299"
"AKT1","KARPAS620"
"AKT1","KASUMI1"
"AKT1","KASUMI2"
"AKT1","KASUMI6"
"AKT1","KATOIII"
"AKT1","KCL22"
"AKT1","KE37"
"AKT1","KE39"
"AKT1","KE97"
"AKT1","KELLY"
"AKT1","KG1"
"AKT1","KHM1B"
"AKT1","KIJK"
"AKT1","KLE"
"AKT1","KM12"
"AKT1","KMBC2"
"AKT1","KMH2"
"AKT1","KMM1"
"AKT1","KMRC1"
"AKT1","KMRC2"
"AKT1","KMRC20"
"AKT1","KMRC3"
"AKT1","KMS11"
"AKT1","KMS12BM"
"AKT1","KMS20"
"AKT1","KMS21BM"
"AKT1","KMS26"
"AKT1","KMS27"
"AKT1","KMS28BM"
"AKT1","KMS34"
"AKT1","KNS42"
"AKT1","KNS60"
"AKT1","KNS62"
"AKT1","KO52"
"AKT1","KOPN8"
"AKT1","KP1N"
"AKT1","KP1NL"
"AKT1","KP3"
"AKT1","KP4"
"AKT1","KPL1"
"AKT1","KPNRTBM1"
"AKT1","KPNSI9S"
"AKT1","KPNYN"
"AKT1","KS1"
"AKT1","KU812"
"AKT1","KURAMOCHI"
"AKT1","KYM1"
"AKT1","KYO1"
"AKT1","KYSE140"
"AKT1","KYSE150"
"AKT1","KYSE180"
"AKT1","KYSE270"
"AKT1","KYSE410"
"AKT1","KYSE450"
"AKT1","KYSE510"
"AKT1","KYSE70"
"AKT1","L1236"
"AKT1","L33"
"AKT1","L363"
"AKT1","L428"
"AKT1","L540"
"AKT1","LC1F"
"AKT1","LC1SQSF"
"AKT1","LCLC103H"
"AKT1","LCLC97TM1"
"AKT1","LI7"
"AKT1","LK2"
"AKT1","LMSU"
"AKT1","LN18"
"AKT1","LN229"
"AKT1","LNCAPCLONEFGC"
"AKT1","LOUCY"
"AKT1","LOUNH91"
"AKT1","LOVO"
"AKT1","LOXIMVI"
"AKT1","LP1"
"AKT1","LS1034"
"AKT1","LS123"
"AKT1","LS180"
"AKT1","LS411N"
"AKT1","LS513"
"AKT1","LU65"
"AKT1","LU99"
"AKT1","LUDLU1"
"AKT1","LXF289"
"AKT1","M059K"
"AKT1","M07E"
"AKT1","MALME3M"
"AKT1","MC116"
"AKT1","MCAS"
"AKT1","MCF7"
"AKT1","MDAMB134VI"
"AKT1","MDAMB231"
"AKT1","MDAMB415"
"AKT1","MDAMB435S"
"AKT1","MDAMB436"
"AKT1","MDAMB453"
"AKT1","MDAMB468"
"AKT1","MDAPCA2B"
"AKT1","MDST8"
"AKT1","ME1"
"AKT1","MEC1"
"AKT1","MEG01"
"AKT1","MELHO"
"AKT1","MELJUSO"
"AKT1","MEWO"
"AKT1","MFE280"
"AKT1","MFE296"
"AKT1","MG63"
"AKT1","MHHCALL2"
"AKT1","MHHCALL3"
"AKT1","MHHCALL4"
"AKT1","MHHES1"
"AKT1","MHHNB11"
"AKT1","MIAPACA2"
"AKT1","MINO"
"AKT1","MJ"
"AKT1","MKN1"
"AKT1","MKN7"
"AKT1","MKN74"
"AKT1","ML1"
"AKT1","MM1S"
"AKT1","MOGGCCM"
"AKT1","MOGGUVW"
"AKT1","MOLM13"
"AKT1","MOLM16"
"AKT1","MOLM6"
"AKT1","MOLP2"
"AKT1","MOLP8"
"AKT1","MOLT13"
"AKT1","MOLT16"
"AKT1","MONOMAC1"
"AKT1","MONOMAC6"
"AKT1","MORCPR"
"AKT1","MOTN1"
"AKT1","MPP89"
"AKT1","MSTO211H"
"AKT1","MUTZ3"
"AKT1","MUTZ5"
"AKT1","MV411"
"AKT1","NALM1"
"AKT1","NALM19"
"AKT1","NALM6"
"AKT1","NAMALWA"
"AKT1","NB1"
"AKT1","NB4"
"AKT1","NCCSTCK140"
"AKT1","NCIH1048"
"AKT1","NCIH1092"
"AKT1","NCIH1105"
"AKT1","NCIH1184"
"AKT1","NCIH1299"
"AKT1","NCIH1339"
"AKT1","NCIH1341"
"AKT1","NCIH1355"
"AKT1","NCIH1373"
"AKT1","NCIH1385"
"AKT1","NCIH1435"
"AKT1","NCIH1436"
"AKT1","NCIH1437"
"AKT1","NCIH146"
"AKT1","NCIH1563"
"AKT1","NCIH1568"
"AKT1","NCIH1573"
"AKT1","NCIH1581"
"AKT1","NCIH1618"
"AKT1","NCIH1623"
"AKT1","NCIH1650"
"AKT1","NCIH1651"
"AKT1","NCIH1666"
"AKT1","NCIH1693"
"AKT1","NCIH1694"
"AKT1","NCIH1703"
"AKT1","NCIH1734"
"AKT1","NCIH1755"
"AKT1","NCIH1781"
"AKT1","NCIH1792"
"AKT1","NCIH1793"
"AKT1","NCIH1836"
"AKT1","NCIH1838"
"AKT1","NCIH1869"
"AKT1","NCIH1876"
"AKT1","NCIH1915"
"AKT1","NCIH1930"
"AKT1","NCIH1944"
"AKT1","NCIH196"
"AKT1","NCIH1963"
"AKT1","NCIH1975"
"AKT1","NCIH2009"
"AKT1","NCIH2023"
"AKT1","NCIH2029"
"AKT1","NCIH2030"
"AKT1","NCIH2052"
"AKT1","NCIH2066"
"AKT1","NCIH2073"
"AKT1","NCIH2081"
"AKT1","NCIH209"
"AKT1","NCIH2106"
"AKT1","NCIH211"
"AKT1","NCIH2110"
"AKT1","NCIH2122"
"AKT1","NCIH2126"
"AKT1","NCIH2141"
"AKT1","NCIH2170"
"AKT1","NCIH2171"
"AKT1","NCIH2172"
"AKT1","NCIH2196"
"AKT1","NCIH2227"
"AKT1","NCIH2228"
"AKT1","NCIH226"
"AKT1","NCIH2286"
"AKT1","NCIH2291"
"AKT1","NCIH23"
"AKT1","NCIH2342"
"AKT1","NCIH2347"
"AKT1","NCIH2405"
"AKT1","NCIH2444"
"AKT1","NCIH2452"
"AKT1","NCIH3255"
"AKT1","NCIH358"
"AKT1","NCIH441"
"AKT1","NCIH446"
"AKT1","NCIH460"
"AKT1","NCIH508"
"AKT1","NCIH510"
"AKT1","NCIH520"
"AKT1","NCIH522"
"AKT1","NCIH524"
"AKT1","NCIH526"
"AKT1","NCIH596"
"AKT1","NCIH647"
"AKT1","NCIH650"
"AKT1","NCIH660"
"AKT1","NCIH661"
"AKT1","NCIH684"
"AKT1","NCIH69"
"AKT1","NCIH716"
"AKT1","NCIH727"
"AKT1","NCIH747"
"AKT1","NCIH810"
"AKT1","NCIH82"
"AKT1","NCIH841"
"AKT1","NCIH854"
"AKT1","NCIH889"
"AKT1","NCIH929"
"AKT1","NCIN87"
"AKT1","NCO2"
"AKT1","NH6"
"AKT1","NIHOVCAR3"
"AKT1","NMCG1"
"AKT1","NUDHL1"
"AKT1","NUDUL1"
"AKT1","NUGC3"
"AKT1","NUGC4"
"AKT1","OAW28"
"AKT1","OAW42"
"AKT1","OC316"
"AKT1","OCIAML2"
"AKT1","OCIAML3"
"AKT1","OCIAML5"
"AKT1","OCILY10"
"AKT1","OCILY19"
"AKT1","OCILY3"
"AKT1","OCIM1"
"AKT1","OCUM1"
"AKT1","OE19"
"AKT1","OE21"
"AKT1","OE33"
"AKT1","ONCODG1"
"AKT1","ONS76"
"AKT1","OPM2"
"AKT1","OSRC2"
"AKT1","OUMS23"
"AKT1","OUMS27"
"AKT1","OV56"
"AKT1","OV90"
"AKT1","OVCAR4"
