"tissue_cell_line","ref","min","3_times","5_times","25_times","50_times","100_times","250_times","cell_line","0-0.001_uM","0.001-0.005_uM","0.005-0.025_uM","0.025-0.125_uM","0.125-0.625_uM","0.625-15_uM","15-390_uM",">390_uM"
"CENTRAL:NERVOUS:SYSTEM_D263MG","0","NA","NA","NA","NA","NA","NA","NA","D263MG","2","0","2","8","11","38","61","16"
"CENTRAL:NERVOUS:SYSTEM_D283MED","0","NA","NA","NA","NA","NA","NA","NA","D283MED","2","0","1","4","11","37","62","21"
"CENTRAL:NERVOUS:SYSTEM_D336MG","0","NA","NA","NA","NA","NA","NA","NA","D336MG","2","0","4","7","8","27","43","14"
"CENTRAL:NERVOUS:SYSTEM_D392MG","0","NA","NA","NA","NA","NA","NA","NA","D392MG","1","0","3","5","9","30","53","12"
"CENTRAL:NERVOUS:SYSTEM_D423MG","0","NA","NA","NA","NA","NA","NA","NA","D423MG","2","0","2","1","5","21","24","6"
"CENTRAL:NERVOUS:SYSTEM_D502MG","0","NA","NA","NA","NA","NA","NA","NA","D502MG","1","0","4","4","5","40","67","17"
"CENTRAL:NERVOUS:SYSTEM_D542MG","0","NA","NA","NA","NA","NA","NA","NA","D542MG","1","0","2","3","9","23","42","13"
"CENTRAL:NERVOUS:SYSTEM_D566MG","0","NA","NA","NA","NA","NA","NA","NA","D566MG","4","0","3","2","2","24","21","5"
"CENTRAL:NERVOUS:SYSTEM_Daoy","0","NA","NA","NA","NA","NA","NA","NA","Daoy","5","0","5","7","7","32","37","5"
"CENTRAL:NERVOUS:SYSTEM_DAOY","0.0109453","24","23","22","20","19","19","19","DAOY","0","0","1","2","2","19","0","0"
"CENTRAL:NERVOUS:SYSTEM_DBTRG05MG","0","NA","NA","NA","NA","NA","NA","NA","DBTRG05MG","1","0","5","6","13","47","41","9"
"CENTRAL:NERVOUS:SYSTEM_DKMG","0.01","122","118","117","110","106","103","97","DKMG","0","0","4","6","8","47","40","17"
"CENTRAL:NERVOUS:SYSTEM_GAMG","0","NA","NA","NA","NA","NA","NA","NA","GAMG","6","0","6","4","10","54","31","7"
"CENTRAL:NERVOUS:SYSTEM_GB1","0","NA","NA","NA","NA","NA","NA","NA","GB1","3","0","6","12","16","61","55","9"
"CENTRAL:NERVOUS:SYSTEM_GI1","0","NA","NA","NA","NA","NA","NA","NA","GI1","8","0","7","8","12","65","44","14"
"CENTRAL:NERVOUS:SYSTEM_GIMEN","0","NA","NA","NA","NA","NA","NA","NA","GIMEN","2","0","4","11","14","43","51","13"
"CENTRAL:NERVOUS:SYSTEM_GMS10","0","NA","NA","NA","NA","NA","NA","NA","GMS10","1","0","3","3","11","44","42","18"
"CENTRAL:NERVOUS:SYSTEM_GOTO","0","NA","NA","NA","NA","NA","NA","NA","GOTO","2","0","3","5","13","36","63","16"
"CENTRAL:NERVOUS:SYSTEM_H4","0","NA","NA","NA","NA","NA","NA","NA","H4","6","0","8","4","13","50","32","9"
"CENTRAL:NERVOUS:SYSTEM_HS683","0.00749757","24","23","23","21","21","20","19","HS683","0","0","1","0","3","20","0","0"
"CENTRAL:NERVOUS:SYSTEM_IMR5","0","NA","NA","NA","NA","NA","NA","NA","IMR5","2","0","3","7","7","17","29","12"
"CENTRAL:NERVOUS:SYSTEM_KALS1","0","NA","NA","NA","NA","NA","NA","NA","KALS1","6","0","8","8","13","57","58","8"
"CENTRAL:NERVOUS:SYSTEM_KINGS1","0","NA","NA","NA","NA","NA","NA","NA","KINGS1","2","0","4","6","13","36","60","17"
"CENTRAL:NERVOUS:SYSTEM_KNS42","0","NA","NA","NA","NA","NA","NA","NA","KNS42","3","0","6","4","10","49","75","15"
"CENTRAL:NERVOUS:SYSTEM_KNS60","0.0046342","24","23","23","21","20","19","18","KNS60","0","1","0","2","2","19","0","0"
"CENTRAL:NERVOUS:SYSTEM_KNS81","0.033558","24","23","22","18","18","16","0","KNS81","0","0","0","1","4","19","0","0"
"CENTRAL:NERVOUS:SYSTEM_KNS81FD","0","NA","NA","NA","NA","NA","NA","NA","KNS81FD","2","0","4","3","10","34","67","18"
"CENTRAL:NERVOUS:SYSTEM_KPNRTBM1","0.13","25","20","20","15","15","13","10","KPNRTBM1","0","0","0","0","5","8","12","0"
"CENTRAL:NERVOUS:SYSTEM_KPNYN","0.03","94","89","88","85","85","81","74","KPNYN","0","0","0","6","3","17","51","17"
"CENTRAL:NERVOUS:SYSTEM_KPNYS","0","NA","NA","NA","NA","NA","NA","NA","KPNYS","1","0","5","6","8","37","52","20"
"CENTRAL:NERVOUS:SYSTEM_KS1","0","NA","NA","NA","NA","NA","NA","NA","KS1","8","0","9","12","14","48","37","10"
"CENTRAL:NERVOUS:SYSTEM_LAN6","0","NA","NA","NA","NA","NA","NA","NA","LAN6","1","0","0","5","14","36","55","27"
"CENTRAL:NERVOUS:SYSTEM_LN18","0.0536725","22","19","19","15","13","11","0","LN18","0","0","0","3","1","18","0","0"
"CENTRAL:NERVOUS:SYSTEM_LN229","0.0151991","23","22","21","20","20","20","17","LN229","0","0","1","2","0","20","0","0"
"CENTRAL:NERVOUS:SYSTEM_LN405","0","NA","NA","NA","NA","NA","NA","NA","LN405","1","0","1","3","5","24","52","12"
"CENTRAL:NERVOUS:SYSTEM_M059J","0","NA","NA","NA","NA","NA","NA","NA","M059J","4","0","7","6","4","47","38","16"
"CENTRAL:NERVOUS:SYSTEM_MCIXC","0","NA","NA","NA","NA","NA","NA","NA","MCIXC","7","0","4","6","7","32","33","9"
"CENTRAL:NERVOUS:SYSTEM_MHHNB11","0","NA","NA","NA","NA","NA","NA","NA","MHHNB11","2","0","2","5","13","36","55","20"
"CENTRAL:NERVOUS:SYSTEM_MOGGCCM","0.0238166","23","22","22","20","20","20","20","MOGGCCM","0","0","1","0","2","20","0","0"
"CENTRAL:NERVOUS:SYSTEM_NB1","0","NA","NA","NA","NA","NA","NA","NA","NB1","1","0","2","9","7","25","29","3"
"CENTRAL:NERVOUS:SYSTEM_NB10","0","NA","NA","NA","NA","NA","NA","NA","NB10","2","0","5","4","12","38","55","22"
"CENTRAL:NERVOUS:SYSTEM_NB12","0","NA","NA","NA","NA","NA","NA","NA","NB12","2","0","1","6","8","26","51","19"
"CENTRAL:NERVOUS:SYSTEM_NB13","0","NA","NA","NA","NA","NA","NA","NA","NB13","6","0","4","8","12","36","54","18"
"CENTRAL:NERVOUS:SYSTEM_NB14","0","NA","NA","NA","NA","NA","NA","NA","NB14","2","0","4","5","5","29","39","17"
"CENTRAL:NERVOUS:SYSTEM_NB17","0","NA","NA","NA","NA","NA","NA","NA","NB17","3","0","2","7","4","31","40","14"
"CENTRAL:NERVOUS:SYSTEM_NB5","0","NA","NA","NA","NA","NA","NA","NA","NB5","2","0","3","8","9","46","46","24"
"CENTRAL:NERVOUS:SYSTEM_NB6","0","NA","NA","NA","NA","NA","NA","NA","NB6","1","0","2","3","10","38","57","27"
"CENTRAL:NERVOUS:SYSTEM_NB69","0","NA","NA","NA","NA","NA","NA","NA","NB69","5","0","7","6","19","39","43","19"
"CENTRAL:NERVOUS:SYSTEM_NB7","0.01","101","96","95","91","87","83","72","NB7","0","0","5","2","8","30","46","10"
"CENTRAL:NERVOUS:SYSTEM_NBsusSR","0","NA","NA","NA","NA","NA","NA","NA","NBsusSR","4","0","2","1","6","24","12","3"
"CENTRAL:NERVOUS:SYSTEM_NH12","0","NA","NA","NA","NA","NA","NA","NA","NH12","2","0","1","8","11","41","46","29"
"CENTRAL:NERVOUS:SYSTEM_NMCG1","0","NA","NA","NA","NA","NA","NA","NA","NMCG1","3","0","8","7","14","44","46","16"
"CENTRAL:NERVOUS:SYSTEM_no10","0","NA","NA","NA","NA","NA","NA","NA","no10","2","0","6","4","12","27","71","16"
"CENTRAL:NERVOUS:SYSTEM_no11","0","NA","NA","NA","NA","NA","NA","NA","no11","1","0","3","10","7","39","63","15"
"CENTRAL:NERVOUS:SYSTEM_ONS76","0","NA","NA","NA","NA","NA","NA","NA","ONS76","6","0","7","10","19","57","51","11"
"CENTRAL:NERVOUS:SYSTEM_PFSK1","0","NA","NA","NA","NA","NA","NA","NA","PFSK1","1","0","5","4","2","26","47","13"
"CENTRAL:NERVOUS:SYSTEM_SF126","0","NA","NA","NA","NA","NA","NA","NA","SF126","5","0","4","10","13","67","50","13"
"CENTRAL:NERVOUS:SYSTEM_SF268","0","NA","NA","NA","NA","NA","NA","NA","SF268","6","0","4","8","10","46","44","20"
"CENTRAL:NERVOUS:SYSTEM_SF295","0","NA","NA","NA","NA","NA","NA","NA","SF295","2","0","8","7","9","54","33","8"
"CENTRAL:NERVOUS:SYSTEM_SF539","0","NA","NA","NA","NA","NA","NA","NA","SF539","7","0","5","5","10","39","51","21"
"CENTRAL:NERVOUS:SYSTEM_SIMA","0.02","86","83","83","77","72","68","62","SIMA","0","0","2","2","6","24","37","15"
"CENTRAL:NERVOUS:SYSTEM_SKMG1","2.58","9","8","8","3","2","0","0","SKMG1","0","0","0","0","0","2","7","0"
"CENTRAL:NERVOUS:SYSTEM_SKNAS","0.01","98","94","91","84","81","78","69","SKNAS","0","0","4","5","9","19","52","9"
"CENTRAL:NERVOUS:SYSTEM_SKNDZ","0","NA","NA","NA","NA","NA","NA","NA","SKNDZ","1","0","3","7","10","45","62","10"
"CENTRAL:NERVOUS:SYSTEM_SKNFI","0.08","137","130","125","114","109","98","89","SKNFI","0","0","0","5","7","33","70","22"
"CENTRAL:NERVOUS:SYSTEM_SNB75","0","NA","NA","NA","NA","NA","NA","NA","SNB75","3","0","5","11","9","37","49","19"
"CENTRAL:NERVOUS:SYSTEM_SW1088","0","NA","NA","NA","NA","NA","NA","NA","SW1088","1","1","2","7","8","50","39","13"
"CENTRAL:NERVOUS:SYSTEM_SW1783","0","NA","NA","NA","NA","NA","NA","NA","SW1783","2","0","4","4","10","21","41","16"
"CENTRAL:NERVOUS:SYSTEM_T98G","0","NA","NA","NA","NA","NA","NA","NA","T98G","2","0","4","6","11","47","38","14"
"CENTRAL:NERVOUS:SYSTEM_TGW","0","NA","NA","NA","NA","NA","NA","NA","TGW","1","0","3","5","6","25","48","12"
"CENTRAL:NERVOUS:SYSTEM_U118MG","0.00737692","122","117","115","110","106","103","99","U118MG","0","0","5","5","8","50","41","13"
"CENTRAL:NERVOUS:SYSTEM_U251","0","NA","NA","NA","NA","NA","NA","NA","U251","3","0","5","4","8","22","45","11"
"CENTRAL:NERVOUS:SYSTEM_U87MG","0","NA","NA","NA","NA","NA","NA","NA","U87MG","1","0","4","7","5","50","65","29"
"CENTRAL:NERVOUS:SYSTEM_YH13","0","NA","NA","NA","NA","NA","NA","NA","YH13","2","0","3","3","5","17","22","9"
"CENTRAL:NERVOUS:SYSTEM_YKG1","0","NA","NA","NA","NA","NA","NA","NA","YKG1","5","0","7","4","10","53","37","5"
"ENDOMETRIUM_AN3CA","0.00854532","23","22","22","20","20","20","19","AN3CA","0","0","1","2","0","20","0","0"
"ENDOMETRIUM_EFE184","0.144777","24","22","22","19","18","0","0","EFE184","0","0","0","0","2","22","0","0"
"ENDOMETRIUM_EN","0.00999075","24","23","23","22","22","22","22","EN","0","0","1","1","0","22","0","0"
"ENDOMETRIUM_ESS1","0.00759401","19","17","17","14","14","14","14","ESS1","0","0","2","3","0","14","0","0"
"ENDOMETRIUM_HEC151","0.00390979","24","23","23","21","20","17","16","HEC151","0","1","1","1","4","17","0","0"
"ENDOMETRIUM_HEC1A","0.00603455","23","22","22","21","20","20","19","HEC1A","0","0","1","1","1","20","0","0"
"ENDOMETRIUM_HEC1B","0.0221655","24","21","21","18","17","17","12","HEC1B","0","0","1","2","3","18","0","0"
"ENDOMETRIUM_HEC251","0.0103953","24","23","23","22","22","20","18","HEC251","0","0","1","1","0","22","0","0"
"ENDOMETRIUM_HEC265","0.00400007","24","23","23","21","21","20","18","HEC265","0","1","0","2","3","18","0","0"
"ENDOMETRIUM_HEC59","0.00254261","24","23","23","23","20","19","18","HEC59","0","1","0","3","2","18","0","0"
"ENDOMETRIUM_HEC6","0.00760849","24","23","22","22","22","20","19","HEC6","0","0","1","1","2","20","0","0"
"ENDOMETRIUM_ISHIKAWAHERAKLIO02ER","0.00355329","20","19","19","18","17","16","15","ISHIKAWAHERAKLIO02ER","0","1","1","1","2","15","0","0"
"ENDOMETRIUM_JHUEM2","0.00658232","20","19","18","16","16","16","16","JHUEM2","0","0","2","2","0","16","0","0"
"ENDOMETRIUM_KLE","0.0624232","24","23","23","21","21","20","0","KLE","0","0","0","1","0","23","0","0"
"ENDOMETRIUM_MFE280","0.0264993","24","22","22","21","20","17","16","MFE280","0","0","0","2","1","21","0","0"
"ENDOMETRIUM_MFE296","0.00617474","21","20","20","18","18","17","16","MFE296","0","0","1","2","1","17","0","0"
"ENDOMETRIUM_MFE319","0.00268539","20","19","18","16","15","15","15","MFE319","0","1","2","2","0","15","0","0"
"ENDOMETRIUM_RL952","0.0361887","24","21","21","20","18","13","0","RL952","0","0","0","3","1","20","0","0"
"ENDOMETRIUM_SNGM","0.0181148","24","23","23","21","20","18","18","SNGM","0","0","1","0","2","21","0","0"
"ENDOMETRIUM_TEN","0.0362728","24","23","22","21","21","19","0","TEN","0","0","0","1","1","22","0","0"
"GI:TRACT_2313287","0","NA","NA","NA","NA","NA","NA","NA","2313287","2","0","4","8","6","22","29","7"
"GI:TRACT_A3KAW","0","NA","NA","NA","NA","NA","NA","NA","A3KAW","6","0","6","9","14","38","46","10"
"GI:TRACT_AGS","0","NA","NA","NA","NA","NA","NA","NA","AGS","4","0","9","5","10","30","24","13"
"GI:TRACT_C2BBe1","0","NA","NA","NA","NA","NA","NA","NA","C2BBe1","3","0","1","7","14","42","52","19"
"GI:TRACT_CaR1","0","NA","NA","NA","NA","NA","NA","NA","CaR1","1","0","2","6","5","22","49","13"
"GI:TRACT_COLO205","0","NA","NA","NA","NA","NA","NA","NA","COLO205","4","0","1","4","6","9","9","4"
"GI:TRACT_COLO320HSR","0","NA","NA","NA","NA","NA","NA","NA","COLO320HSR","1","0","1","6","15","25","68","13"
"GI:TRACT_COLO678","0.04","98","97","95","88","84","73","67","COLO678","0","0","0","1","7","30","37","23"
"GI:TRACT_COLO741","0","NA","NA","NA","NA","NA","NA","NA","COLO741","2","0","3","4","6","21","50","12"
"GI:TRACT_CW2","0","NA","NA","NA","NA","NA","NA","NA","CW2","1","0","0","3","5","16","67","46"
"GI:TRACT_ECC10","0","NA","NA","NA","NA","NA","NA","NA","ECC10","2","0","1","2","5","17","16","1"
"GI:TRACT_ECC12","0","NA","NA","NA","NA","NA","NA","NA","ECC12","2","0","0","2","3","9","10","2"
"GI:TRACT_ECC4","0.03","77","74","74","71","66","63","54","ECC4","0","0","0","3","2","21","36","15"
"GI:TRACT_EGI1","0","NA","NA","NA","NA","NA","NA","NA","EGI1","1","0","5","3","7","26","46","10"
"GI:TRACT_ETK1","0","NA","NA","NA","NA","NA","NA","NA","ETK1","7","0","7","12","5","48","47","12"
"GI:TRACT_GCIY","0","NA","NA","NA","NA","NA","NA","NA","GCIY","1","0","4","12","13","44","48","16"
"GI:TRACT_GP5d","0","NA","NA","NA","NA","NA","NA","NA","GP5d","3","0","2","7","9","27","36","14"
"GI:TRACT_GT3TKB","0","NA","NA","NA","NA","NA","NA","NA","GT3TKB","7","0","5","8","11","40","50","17"
"GI:TRACT_HCC2998","0","NA","NA","NA","NA","NA","NA","NA","HCC2998","5","0","5","7","8","27","48","13"
"GI:TRACT_HCT116","0","NA","NA","NA","NA","NA","NA","NA","HCT116","5","0","1","5","12","27","37","11"
"GI:TRACT_HCT15","0","NA","NA","NA","NA","NA","NA","NA","HCT15","1","0","0","4","11","19","32","10"
"GI:TRACT_HGC27","0","NA","NA","NA","NA","NA","NA","NA","HGC27","6","0","8","2","14","25","36","7"
"GI:TRACT_HT29","0","NA","NA","NA","NA","NA","NA","NA","HT29","4","0","2","8","7","25","39","13"
"GI:TRACT_HT55","0.01","94","92","91","89","88","85","75","HT55","0","0","2","1","3","25","35","28"
"GI:TRACT_HuCCT1","0","NA","NA","NA","NA","NA","NA","NA","HuCCT1","3","0","4","6","6","30","37","12"
"GI:TRACT_HUTU80","0","NA","NA","NA","NA","NA","NA","NA","HUTU80","12","0","5","6","11","35","35","13"
"GI:TRACT_KM12","0","NA","NA","NA","NA","NA","NA","NA","KM12","4","0","6","12","12","43","52","9"
"GI:TRACT_LoVo","0","NA","NA","NA","NA","NA","NA","NA","LoVo","1","0","7","9","7","37","31","6"
"GI:TRACT_LS1034","0","NA","NA","NA","NA","NA","NA","NA","LS1034","1","0","0","8","8","33","68","20"
"GI:TRACT_LS123","0","NA","NA","NA","NA","NA","NA","NA","LS123","3","0","4","7","7","44","59","14"
"GI:TRACT_LS411N","0","NA","NA","NA","NA","NA","NA","NA","LS411N","3","0","6","12","13","34","54","16"
"GI:TRACT_LS513","0","NA","NA","NA","NA","NA","NA","NA","LS513","1","0","1","6","14","31","59","26"
"GI:TRACT_MKN1","0","NA","NA","NA","NA","NA","NA","NA","MKN1","2","0","3","7","9","20","47","6"
"GI:TRACT_MKN28","0","NA","NA","NA","NA","NA","NA","NA","MKN28","5","0","2","3","4","31","44","6"
"GI:TRACT_MKN45","0","NA","NA","NA","NA","NA","NA","NA","MKN45","3","0","1","7","7","23","35","13"
"GI:TRACT_MKN7","0.01","98","97","97","92","90","87","80","MKN7","0","0","1","4","3","23","47","20"
"GI:TRACT_NCIH630","0.05","74","73","72","66","60","58","51","NCIH630","0","0","0","1","4","20","33","16"
"GI:TRACT_NCIH716","0.05","77","76","75","71","67","61","60","NCIH716","0","0","0","1","2","15","36","23"
"GI:TRACT_NCIH747","0","NA","NA","NA","NA","NA","NA","NA","NCIH747","2","0","1","14","15","40","47","18"
"GI:TRACT_NCIN87","0.01","105","102","98","93","89","87","85","NCIN87","0","0","3","8","5","25","46","18"
"GI:TRACT_NCISNU1","0","NA","NA","NA","NA","NA","NA","NA","NCISNU1","7","0","4","7","11","42","41","17"
"GI:TRACT_NCISNU16","0.01","77","73","71","68","67","64","61","NCISNU16","0","0","4","3","3","13","34","20"
"GI:TRACT_NCISNU5","0.01","125","121","118","109","106","100","92","NCISNU5","0","0","4","9","7","31","51","23"
"GI:TRACT_NUGC3","0","NA","NA","NA","NA","NA","NA","NA","NUGC3","5","0","6","3","6","30","41","7"
"GI:TRACT_RCM1","0.02","98","94","94","89","83","75","66","RCM1","0","0","1","4","6","28","47","12"
"GI:TRACT_RKO","0","NA","NA","NA","NA","NA","NA","NA","RKO","8","0","9","7","14","39","51","10"
"GI:TRACT_SCH","0.01","132","131","130","126","121","118","112","SCH","0","0","1","2","8","22","63","36"
"GI:TRACT_SKCO1","0.01","37","34","33","29","27","25","23","SKCO1","0","0","3","2","6","12","11","3"
"GI:TRACT_SNUC1","0.06","77","74","73","66","61","58","55","SNUC1","0","0","0","3","5","14","33","22"
"GI:TRACT_SNUC2B","0","NA","NA","NA","NA","NA","NA","NA","SNUC2B","1","0","8","5","13","48","63","8"
"GI:TRACT_SW1116","0.06","61","60","58","56","54","49","44","SW1116","0","0","0","1","2","14","36","8"
"GI:TRACT_SW1417","0","NA","NA","NA","NA","NA","NA","NA","SW1417","1","0","1","1","9","21","44","21"
"GI:TRACT_SW1463","0.03","98","94","94","86","83","80","77","SW1463","0","0","0","4","4","20","58","12"
"GI:TRACT_SW48","0","NA","NA","NA","NA","NA","NA","NA","SW48","4","0","2","5","9","29","35","14"
"GI:TRACT_SW620","0","NA","NA","NA","NA","NA","NA","NA","SW620","5","0","5","6","9","22","40","11"
"GI:TRACT_SW837","0","NA","NA","NA","NA","NA","NA","NA","SW837","2","0","0","8","3","21","50","10"
"GI:TRACT_SW948","0.02","98","96","94","91","89","89","83","SW948","0","0","2","3","2","21","46","24"
"GI:TRACT_T84","0","NA","NA","NA","NA","NA","NA","NA","T84","1","0","3","4","4","19","41","26"
"GI:TRACT_TGBC11TKB","0","NA","NA","NA","NA","NA","NA","NA","TGBC11TKB","1","0","2","2","3","13","20","11"
"GI:TRACT_TGBC1TKB","0","NA","NA","NA","NA","NA","NA","NA","TGBC1TKB","4","0","4","10","3","37","60","20"
"GI:TRACT_TGBC24TKB","0","NA","NA","NA","NA","NA","NA","NA","TGBC24TKB","2","0","5","5","9","34","53","15"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_697","0.00254261","24","23","22","20","20","19","17","697","0","1","1","2","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_ALLSIL","0.0029521","24","21","21","20","20","19","17","ALLSIL","0","1","3","0","2","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_AMO1","0.00643436","24","22","21","19","17","16","15","AMO1","0","0","2","2","4","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_BDCM","0.00323887","23","22","22","22","20","19","16","BDCM","0","1","0","2","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_BL41","0.00280359","24","23","23","21","21","20","20","BL41","0","1","0","2","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_BL70","0.00982259","24","22","21","20","19","19","17","BL70","0","0","2","2","1","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_CI1","0.0043568","24","23","23","20","18","18","17","CI1","0","1","0","3","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_CMK86","0.0123357","24","22","21","20","19","18","17","CMK86","0","0","2","1","2","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_DEL","0.00962453","24","20","19","17","16","16","14","DEL","0","0","4","1","3","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_DOHH2","0.00254261","24","23","23","22","20","20","17","DOHH2","0","1","1","2","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_EB1","0.012966","23","22","22","20","20","19","17","EB1","0","0","1","0","2","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_EB2","0.01822","23","22","22","20","20","19","19","EB2","0","0","1","0","2","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_EM2","0.00254261","24","22","22","18","18","16","13","EM2","0","1","2","3","5","13","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_F36P","0.00399903","24","23","23","22","20","17","13","F36P","0","1","0","3","6","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_GRANTA519","0.00254261","24","23","22","19","18","18","17","GRANTA519","0","1","1","4","1","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_HDMYZ","0.0220507","19","17","16","14","14","14","9","HDMYZ","0","0","1","2","2","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_HEL9217","0.0591874","23","21","21","20","19","19","0","HEL9217","0","0","0","2","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_HH","0.0104509","23","21","21","20","19","19","18","HH","0","0","2","0","2","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_HT","0.00873767","23","22","22","20","19","18","18","HT","0","0","1","0","4","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_HUT78","0.00804593","23","19","19","17","15","13","11","HUT78","0","0","4","1","5","13","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_JM1","0.0149621","23","21","21","20","20","19","19","JM1","0","0","1","1","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_JURKAT","0.0222703","24","21","21","20","19","16","8","JURKAT","0","0","1","2","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_JVM3","0.00254261","24","23","23","20","19","18","15","JVM3","0","1","3","1","4","15","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KARPAS299","0.0164093","23","22","21","19","17","17","15","KARPAS299","0","0","1","1","2","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KARPAS422","0.027894","24","23","22","20","19","18","15","KARPAS422","0","0","0","2","2","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KARPAS620","0.00318989","24","23","22","21","20","20","17","KARPAS620","0","1","2","1","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KASUMI2","0.0032222","24","22","22","19","19","19","19","KASUMI2","0","1","1","3","0","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KCL22","0.0137467","24","22","21","18","16","15","12","KCL22","0","0","2","3","3","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KE97","0.00254261","24","23","22","20","19","19","18","KE97","0","1","1","3","1","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KG1","0.0186067","24","21","21","16","14","12","11","KG1","0","0","1","2","5","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KHM1B","0.00254261","24","23","23","21","19","17","17","KHM1B","0","1","1","3","2","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KMM1","0.0187162","24","23","23","20","18","16","11","KMM1","0","0","1","0","4","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KMS11","0.0187568","24","22","22","19","18","17","15","KMS11","0","0","1","1","3","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KMS12BM","0.00264194","23","21","21","21","20","20","18","KMS12BM","0","2","0","1","2","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KMS26","0.00352426","24","22","22","20","20","19","17","KMS26","0","2","0","2","1","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KMS34","0.0134811","24","21","20","18","17","15","14","KMS34","0","0","2","2","3","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KO52","0.00473829","24","22","21","18","18","16","14","KO52","0","1","2","3","3","15","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_KU812","0.0168222","24","21","21","18","15","14","12","KU812","0","0","1","2","6","15","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_L363","0.00321054","24","22","22","19","18","17","14","L363","0","1","2","3","4","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_L428","0.0582986","24","22","22","18","18","16","0","L428","0","0","0","2","3","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_LP1","0.0152595","24","23","23","22","20","15","14","LP1","0","0","1","0","3","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MC116","0.0119482","23","22","22","20","20","19","19","MC116","0","0","1","1","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MEC1","0.017749","24","22","20","19","18","18","15","MEC1","0","0","2","2","1","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MEG01","0.0625154","24","21","20","15","12","11","0","MEG01","0","0","0","3","3","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MINO","0.00287093","24","23","22","18","17","17","16","MINO","0","1","2","4","1","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MJ","0.0132632","23","22","22","20","20","19","18","MJ","0","0","1","1","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MOLP8","0.00254261","24","23","23","22","22","20","17","MOLP8","0","1","1","0","5","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MOLT16","0.00394897","24","22","21","20","20","18","15","MOLT16","0","1","3","0","4","16","0","0"
